area,Date,P_08,P_09,P_10,P_11,P_12,P_15,P_20,provenance
Buckinghamshire,2020-10-07,1.00,1.00,1.00,0.99,0.93,0.17,0.00,inferred
Buckinghamshire,2020-10-08,1.00,1.00,1.00,0.99,0.93,0.17,0.00,inferred
Buckinghamshire,2020-10-09,1.00,1.00,1.00,0.99,0.93,0.17,0.00,inferred
Buckinghamshire,2020-10-10,1.00,1.00,1.00,0.99,0.93,0.17,0.00,inferred
Buckinghamshire,2020-10-11,1.00,1.00,1.00,0.99,0.93,0.17,0.00,inferred
Buckinghamshire,2020-10-12,1.00,1.00,1.00,0.99,0.93,0.17,0.00,inferred
Buckinghamshire,2020-10-13,1.00,1.00,1.00,0.96,0.77,0.03,0.00,inferred
Buckinghamshire,2020-10-14,1.00,1.00,1.00,0.96,0.77,0.03,0.00,inferred
Buckinghamshire,2020-10-15,1.00,1.00,1.00,0.96,0.77,0.03,0.00,inferred
Buckinghamshire,2020-10-16,1.00,1.00,1.00,0.96,0.77,0.03,0.00,inferred
Buckinghamshire,2020-10-17,1.00,1.00,1.00,0.96,0.77,0.03,0.00,inferred
Buckinghamshire,2020-10-18,1.00,1.00,1.00,0.96,0.77,0.03,0.00,inferred
Buckinghamshire,2020-10-19,1.00,1.00,1.00,0.96,0.77,0.03,0.00,inferred
Buckinghamshire,2020-10-20,1.00,1.00,0.97,0.82,0.52,0.01,0.00,inferred
Buckinghamshire,2020-10-21,1.00,1.00,0.97,0.82,0.52,0.01,0.00,inferred
Buckinghamshire,2020-10-22,1.00,1.00,0.97,0.82,0.52,0.01,0.00,inferred
Buckinghamshire,2020-10-23,1.00,1.00,0.97,0.82,0.52,0.01,0.00,inferred
Buckinghamshire,2020-10-24,1.00,1.00,0.97,0.82,0.52,0.01,0.00,inferred
Buckinghamshire,2020-10-25,1.00,1.00,0.97,0.82,0.52,0.01,0.00,inferred
Buckinghamshire,2020-10-26,1.00,1.00,0.97,0.82,0.52,0.01,0.00,inferred
Buckinghamshire,2020-10-27,1.00,1.00,0.92,0.65,0.32,0.00,0.00,inferred
Buckinghamshire,2020-10-28,1.00,1.00,0.92,0.65,0.32,0.00,0.00,inferred
Buckinghamshire,2020-10-29,1.00,1.00,0.92,0.65,0.32,0.00,0.00,inferred
Buckinghamshire,2020-10-30,1.00,1.00,0.92,0.65,0.32,0.00,0.00,inferred
Buckinghamshire,2020-10-31,1.00,1.00,0.92,0.65,0.32,0.00,0.00,inferred
Buckinghamshire,2020-11-01,1.00,1.00,0.92,0.65,0.32,0.00,0.00,inferred
Buckinghamshire,2020-11-02,1.00,1.00,0.92,0.65,0.32,0.00,0.00,inferred
Buckinghamshire,2020-11-03,0.99,0.88,0.58,0.17,0.02,0.00,0.00,inferred
Buckinghamshire,2020-11-04,0.99,0.88,0.58,0.17,0.02,0.00,0.00,inferred
Buckinghamshire,2020-11-05,0.99,0.88,0.58,0.17,0.02,0.00,0.00,inferred
Buckinghamshire,2020-11-06,0.99,0.88,0.58,0.17,0.02,0.00,0.00,inferred
Buckinghamshire,2020-11-07,0.99,0.88,0.58,0.17,0.02,0.00,0.00,inferred
Buckinghamshire,2020-11-08,0.99,0.88,0.58,0.17,0.02,0.00,0.00,inferred
Buckinghamshire,2020-11-09,0.99,0.88,0.58,0.17,0.02,0.00,0.00,inferred
Buckinghamshire,2020-11-10,0.68,0.38,0.10,0.01,0.00,0.00,0.00,inferred
Buckinghamshire,2020-11-11,0.68,0.38,0.10,0.01,0.00,0.00,0.00,inferred
Buckinghamshire,2020-11-12,0.68,0.38,0.10,0.01,0.00,0.00,0.00,inferred
Buckinghamshire,2020-11-13,0.68,0.38,0.10,0.01,0.00,0.00,0.00,inferred
Buckinghamshire,2020-11-14,0.68,0.38,0.10,0.01,0.00,0.00,0.00,inferred
Buckinghamshire,2020-11-15,0.68,0.38,0.10,0.01,0.00,0.00,0.00,inferred
Buckinghamshire,2020-11-16,0.68,0.38,0.10,0.01,0.00,0.00,0.00,inferred
Buckinghamshire,2020-11-17,0.63,0.41,0.23,0.12,0.06,0.01,0.00,inferred
Buckinghamshire,2020-11-18,0.63,0.41,0.23,0.12,0.06,0.01,0.00,inferred
Buckinghamshire,2020-11-19,0.63,0.41,0.23,0.12,0.06,0.01,0.00,inferred
Buckinghamshire,2020-11-20,0.63,0.41,0.23,0.12,0.06,0.01,0.00,inferred
Buckinghamshire,2020-11-21,0.63,0.41,0.23,0.12,0.06,0.01,0.00,inferred
Buckinghamshire,2020-11-22,0.63,0.41,0.23,0.12,0.06,0.01,0.00,inferred
Buckinghamshire,2020-11-23,0.63,0.41,0.23,0.12,0.06,0.01,0.00,inferred
Buckinghamshire,2020-11-24,0.62,0.44,0.28,0.17,0.10,0.02,0.00,projected
Buckinghamshire,2020-11-25,0.62,0.44,0.28,0.17,0.10,0.02,0.00,projected
Buckinghamshire,2020-11-26,0.62,0.44,0.28,0.17,0.10,0.02,0.00,projected
Buckinghamshire,2020-11-27,0.62,0.44,0.28,0.17,0.10,0.02,0.00,projected
Buckinghamshire,2020-11-28,0.62,0.44,0.28,0.17,0.10,0.02,0.00,projected
Buckinghamshire,2020-11-29,0.62,0.44,0.28,0.17,0.10,0.02,0.00,projected
Buckinghamshire,2020-11-30,0.62,0.44,0.28,0.17,0.10,0.02,0.00,projected
Buckinghamshire,2020-12-01,0.62,0.46,0.32,0.21,0.14,0.04,0.01,projected
Buckinghamshire,2020-12-02,0.62,0.46,0.32,0.21,0.14,0.04,0.01,projected
Buckinghamshire,2020-12-03,0.62,0.46,0.32,0.21,0.14,0.04,0.01,projected
Buckinghamshire,2020-12-04,0.62,0.46,0.32,0.21,0.14,0.04,0.01,projected
Buckinghamshire,2020-12-05,0.62,0.46,0.32,0.21,0.14,0.04,0.01,projected
Buckinghamshire,2020-12-06,0.62,0.46,0.32,0.21,0.14,0.04,0.01,projected
Buckinghamshire,2020-12-07,0.62,0.46,0.32,0.21,0.14,0.04,0.01,projected
Buckinghamshire,2020-12-08,0.62,0.48,0.35,0.24,0.17,0.05,0.01,projected
Buckinghamshire,2020-12-09,0.62,0.48,0.35,0.24,0.17,0.05,0.01,projected
Buckinghamshire,2020-12-10,0.62,0.48,0.35,0.24,0.17,0.05,0.01,projected
Buckinghamshire,2020-12-11,0.62,0.48,0.35,0.24,0.17,0.05,0.01,projected
Buckinghamshire,2020-12-12,0.62,0.48,0.35,0.24,0.17,0.05,0.01,projected
Buckinghamshire,2020-12-13,0.62,0.48,0.35,0.24,0.17,0.05,0.01,projected
Buckinghamshire,2020-12-14,0.62,0.48,0.35,0.24,0.17,0.05,0.01,projected
Buckinghamshire,2020-12-15,0.63,0.49,0.37,0.27,0.19,0.07,0.01,projected
Buckinghamshire,2020-12-16,0.63,0.49,0.37,0.27,0.19,0.07,0.01,projected
Buckinghamshire,2020-12-17,0.63,0.49,0.37,0.27,0.19,0.07,0.01,projected
Buckinghamshire,2020-12-18,0.63,0.49,0.37,0.27,0.19,0.07,0.01,projected
Buckinghamshire,2020-12-19,0.63,0.49,0.37,0.27,0.19,0.07,0.01,projected
Buckinghamshire,2020-12-20,0.63,0.49,0.37,0.27,0.19,0.07,0.01,projected
Buckinghamshire,2020-12-21,0.63,0.49,0.37,0.27,0.19,0.07,0.01,projected
Cherwell,2020-08-11,0.54,0.26,0.10,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-08-12,0.54,0.26,0.10,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-08-13,0.54,0.26,0.10,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-08-14,0.54,0.26,0.10,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-08-15,0.54,0.26,0.10,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-08-16,0.54,0.26,0.10,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-08-17,0.54,0.26,0.10,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-08-18,0.17,0.04,0.01,0.00,0.00,0.00,0.00,inferred
Cherwell,2020-08-19,0.17,0.04,0.01,0.00,0.00,0.00,0.00,inferred
Cherwell,2020-08-20,0.17,0.04,0.01,0.00,0.00,0.00,0.00,inferred
Cherwell,2020-08-21,0.17,0.04,0.01,0.00,0.00,0.00,0.00,inferred
Cherwell,2020-08-22,0.17,0.04,0.01,0.00,0.00,0.00,0.00,inferred
Cherwell,2020-08-23,0.17,0.04,0.01,0.00,0.00,0.00,0.00,inferred
Cherwell,2020-08-24,0.17,0.04,0.01,0.00,0.00,0.00,0.00,inferred
Cherwell,2020-08-25,0.37,0.14,0.05,0.02,0.01,0.00,0.00,inferred
Cherwell,2020-08-26,0.37,0.14,0.05,0.02,0.01,0.00,0.00,inferred
Cherwell,2020-08-27,0.37,0.14,0.05,0.02,0.01,0.00,0.00,inferred
Cherwell,2020-08-28,0.37,0.14,0.05,0.02,0.01,0.00,0.00,inferred
Cherwell,2020-08-29,0.37,0.14,0.05,0.02,0.01,0.00,0.00,inferred
Cherwell,2020-08-30,0.37,0.14,0.05,0.02,0.01,0.00,0.00,inferred
Cherwell,2020-08-31,0.37,0.14,0.05,0.02,0.01,0.00,0.00,inferred
Cherwell,2020-09-01,0.46,0.21,0.07,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-09-02,0.46,0.21,0.07,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-09-03,0.46,0.21,0.07,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-09-04,0.46,0.21,0.07,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-09-05,0.46,0.21,0.07,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-09-06,0.46,0.21,0.07,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-09-07,0.46,0.21,0.07,0.03,0.01,0.00,0.00,inferred
Cherwell,2020-09-08,0.79,0.53,0.26,0.10,0.03,0.00,0.00,inferred
Cherwell,2020-09-09,0.79,0.53,0.26,0.10,0.03,0.00,0.00,inferred
Cherwell,2020-09-10,0.79,0.53,0.26,0.10,0.03,0.00,0.00,inferred
Cherwell,2020-09-11,0.79,0.53,0.26,0.10,0.03,0.00,0.00,inferred
Cherwell,2020-09-12,0.79,0.53,0.26,0.10,0.03,0.00,0.00,inferred
Cherwell,2020-09-13,0.79,0.53,0.26,0.10,0.03,0.00,0.00,inferred
Cherwell,2020-09-14,0.79,0.53,0.26,0.10,0.03,0.00,0.00,inferred
Cherwell,2020-09-15,0.98,0.94,0.83,0.64,0.40,0.04,0.00,inferred
Cherwell,2020-09-16,0.98,0.94,0.83,0.64,0.40,0.04,0.00,inferred
Cherwell,2020-09-17,0.98,0.94,0.83,0.64,0.40,0.04,0.00,inferred
Cherwell,2020-09-18,0.98,0.94,0.83,0.64,0.40,0.04,0.00,inferred
Cherwell,2020-09-19,0.98,0.94,0.83,0.64,0.40,0.04,0.00,inferred
Cherwell,2020-09-20,0.98,0.94,0.83,0.64,0.40,0.04,0.00,inferred
Cherwell,2020-09-21,0.98,0.94,0.83,0.64,0.40,0.04,0.00,inferred
Cherwell,2020-09-22,1.00,1.00,0.99,0.98,0.94,0.44,0.03,inferred
Cherwell,2020-09-23,1.00,1.00,0.99,0.98,0.94,0.44,0.03,inferred
Cherwell,2020-09-24,1.00,1.00,0.99,0.98,0.94,0.44,0.03,inferred
Cherwell,2020-09-25,1.00,1.00,0.99,0.98,0.94,0.44,0.03,inferred
Cherwell,2020-09-26,1.00,1.00,0.99,0.98,0.94,0.44,0.03,inferred
Cherwell,2020-09-27,1.00,1.00,0.99,0.98,0.94,0.44,0.03,inferred
Cherwell,2020-09-28,1.00,1.00,0.99,0.98,0.94,0.44,0.03,inferred
Cherwell,2020-09-29,1.00,1.00,1.00,0.98,0.90,0.30,0.02,inferred
Cherwell,2020-09-30,1.00,1.00,1.00,0.98,0.90,0.30,0.02,inferred
Cherwell,2020-10-01,1.00,1.00,1.00,0.98,0.90,0.30,0.02,inferred
Cherwell,2020-10-02,1.00,1.00,1.00,0.98,0.90,0.30,0.02,inferred
Cherwell,2020-10-03,1.00,1.00,1.00,0.98,0.90,0.30,0.02,inferred
Cherwell,2020-10-04,1.00,1.00,1.00,0.98,0.90,0.30,0.02,inferred
Cherwell,2020-10-05,1.00,1.00,1.00,0.98,0.90,0.30,0.02,inferred
Cherwell,2020-10-06,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Cherwell,2020-10-07,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Cherwell,2020-10-08,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Cherwell,2020-10-09,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Cherwell,2020-10-10,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Cherwell,2020-10-11,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Cherwell,2020-10-12,1.00,1.00,0.99,0.94,0.81,0.12,0.00,inferred
Cherwell,2020-10-13,1.00,1.00,0.99,0.95,0.80,0.12,0.00,inferred
Cherwell,2020-10-14,1.00,1.00,0.99,0.95,0.80,0.12,0.00,inferred
Cherwell,2020-10-15,1.00,1.00,0.99,0.95,0.80,0.12,0.00,inferred
Cherwell,2020-10-16,1.00,1.00,0.99,0.95,0.80,0.12,0.00,inferred
Cherwell,2020-10-17,1.00,1.00,0.99,0.95,0.80,0.12,0.00,inferred
Cherwell,2020-10-18,1.00,1.00,0.99,0.95,0.80,0.12,0.00,inferred
Cherwell,2020-10-19,1.00,1.00,0.99,0.95,0.80,0.12,0.00,inferred
Cherwell,2020-10-20,1.00,0.98,0.90,0.66,0.32,0.01,0.00,inferred
Cherwell,2020-10-21,1.00,0.98,0.90,0.66,0.32,0.01,0.00,inferred
Cherwell,2020-10-22,1.00,0.98,0.90,0.66,0.32,0.01,0.00,inferred
Cherwell,2020-10-23,1.00,0.98,0.90,0.66,0.32,0.01,0.00,inferred
Cherwell,2020-10-24,1.00,0.98,0.90,0.66,0.32,0.01,0.00,inferred
Cherwell,2020-10-25,1.00,0.98,0.90,0.66,0.32,0.01,0.00,inferred
Cherwell,2020-10-26,1.00,0.98,0.90,0.66,0.32,0.01,0.00,inferred
Cherwell,2020-10-27,1.00,0.98,0.85,0.51,0.18,0.00,0.00,inferred
Cherwell,2020-10-28,1.00,0.98,0.85,0.51,0.18,0.00,0.00,inferred
Cherwell,2020-10-29,1.00,0.98,0.85,0.51,0.18,0.00,0.00,inferred
Cherwell,2020-10-30,1.00,0.98,0.85,0.51,0.18,0.00,0.00,inferred
Cherwell,2020-10-31,1.00,0.98,0.85,0.51,0.18,0.00,0.00,inferred
Cherwell,2020-11-01,1.00,0.98,0.85,0.51,0.18,0.00,0.00,inferred
Cherwell,2020-11-02,1.00,0.98,0.85,0.51,0.18,0.00,0.00,inferred
Cherwell,2020-11-03,0.79,0.46,0.16,0.03,0.00,0.00,0.00,inferred
Cherwell,2020-11-04,0.79,0.46,0.16,0.03,0.00,0.00,0.00,inferred
Cherwell,2020-11-05,0.79,0.46,0.16,0.03,0.00,0.00,0.00,inferred
Cherwell,2020-11-06,0.79,0.46,0.16,0.03,0.00,0.00,0.00,inferred
Cherwell,2020-11-07,0.79,0.46,0.16,0.03,0.00,0.00,0.00,inferred
Cherwell,2020-11-08,0.79,0.46,0.16,0.03,0.00,0.00,0.00,inferred
Cherwell,2020-11-09,0.79,0.46,0.16,0.03,0.00,0.00,0.00,inferred
Cherwell,2020-11-10,0.42,0.12,0.02,0.01,0.00,0.00,0.00,inferred
Cherwell,2020-11-11,0.42,0.12,0.02,0.01,0.00,0.00,0.00,inferred
Cherwell,2020-11-12,0.42,0.12,0.02,0.01,0.00,0.00,0.00,inferred
Cherwell,2020-11-13,0.42,0.12,0.02,0.01,0.00,0.00,0.00,inferred
Cherwell,2020-11-14,0.42,0.12,0.02,0.01,0.00,0.00,0.00,inferred
Cherwell,2020-11-15,0.42,0.12,0.02,0.01,0.00,0.00,0.00,inferred
Cherwell,2020-11-16,0.42,0.12,0.02,0.01,0.00,0.00,0.00,inferred
Cherwell,2020-11-17,0.50,0.29,0.14,0.07,0.03,0.00,0.00,inferred
Cherwell,2020-11-18,0.50,0.29,0.14,0.07,0.03,0.00,0.00,inferred
Cherwell,2020-11-19,0.50,0.29,0.14,0.07,0.03,0.00,0.00,inferred
Cherwell,2020-11-20,0.50,0.29,0.14,0.07,0.03,0.00,0.00,inferred
Cherwell,2020-11-21,0.50,0.29,0.14,0.07,0.03,0.00,0.00,inferred
Cherwell,2020-11-22,0.50,0.29,0.14,0.07,0.03,0.00,0.00,inferred
Cherwell,2020-11-23,0.50,0.29,0.14,0.07,0.03,0.00,0.00,inferred
Cherwell,2020-11-24,0.52,0.34,0.21,0.12,0.07,0.01,0.00,projected
Cherwell,2020-11-25,0.52,0.34,0.21,0.12,0.07,0.01,0.00,projected
Cherwell,2020-11-26,0.52,0.34,0.21,0.12,0.07,0.01,0.00,projected
Cherwell,2020-11-27,0.52,0.34,0.21,0.12,0.07,0.01,0.00,projected
Cherwell,2020-11-28,0.52,0.34,0.21,0.12,0.07,0.01,0.00,projected
Cherwell,2020-11-29,0.52,0.34,0.21,0.12,0.07,0.01,0.00,projected
Cherwell,2020-11-30,0.52,0.34,0.21,0.12,0.07,0.01,0.00,projected
Cherwell,2020-12-01,0.54,0.38,0.25,0.16,0.10,0.03,0.00,projected
Cherwell,2020-12-02,0.54,0.38,0.25,0.16,0.10,0.03,0.00,projected
Cherwell,2020-12-03,0.54,0.38,0.25,0.16,0.10,0.03,0.00,projected
Cherwell,2020-12-04,0.54,0.38,0.25,0.16,0.10,0.03,0.00,projected
Cherwell,2020-12-05,0.54,0.38,0.25,0.16,0.10,0.03,0.00,projected
Cherwell,2020-12-06,0.54,0.38,0.25,0.16,0.10,0.03,0.00,projected
Cherwell,2020-12-07,0.54,0.38,0.25,0.16,0.10,0.03,0.00,projected
Cherwell,2020-12-08,0.55,0.41,0.29,0.20,0.13,0.04,0.01,projected
Cherwell,2020-12-09,0.55,0.41,0.29,0.20,0.13,0.04,0.01,projected
Cherwell,2020-12-10,0.55,0.41,0.29,0.20,0.13,0.04,0.01,projected
Cherwell,2020-12-11,0.55,0.41,0.29,0.20,0.13,0.04,0.01,projected
Cherwell,2020-12-12,0.55,0.41,0.29,0.20,0.13,0.04,0.01,projected
Cherwell,2020-12-13,0.55,0.41,0.29,0.20,0.13,0.04,0.01,projected
Cherwell,2020-12-14,0.55,0.41,0.29,0.20,0.13,0.04,0.01,projected
Cherwell,2020-12-15,0.56,0.43,0.31,0.22,0.15,0.05,0.01,projected
Cherwell,2020-12-16,0.56,0.43,0.31,0.22,0.15,0.05,0.01,projected
Cherwell,2020-12-17,0.56,0.43,0.31,0.22,0.15,0.05,0.01,projected
Cherwell,2020-12-18,0.56,0.43,0.31,0.22,0.15,0.05,0.01,projected
Cherwell,2020-12-19,0.56,0.43,0.31,0.22,0.15,0.05,0.01,projected
Cherwell,2020-12-20,0.56,0.43,0.31,0.22,0.15,0.05,0.01,projected
Cherwell,2020-12-21,0.56,0.43,0.31,0.22,0.15,0.05,0.01,projected
Dacorum,2020-08-11,0.96,0.84,0.66,0.48,0.34,0.11,0.02,inferred
Dacorum,2020-08-12,0.96,0.84,0.66,0.48,0.34,0.11,0.02,inferred
Dacorum,2020-08-13,0.96,0.84,0.66,0.48,0.34,0.11,0.02,inferred
Dacorum,2020-08-14,0.96,0.84,0.66,0.48,0.34,0.11,0.02,inferred
Dacorum,2020-08-15,0.96,0.84,0.66,0.48,0.34,0.11,0.02,inferred
Dacorum,2020-08-16,0.96,0.84,0.66,0.48,0.34,0.11,0.02,inferred
Dacorum,2020-08-17,0.96,0.84,0.66,0.48,0.34,0.11,0.02,inferred
Dacorum,2020-08-18,0.62,0.35,0.16,0.06,0.02,0.00,0.00,inferred
Dacorum,2020-08-19,0.62,0.35,0.16,0.06,0.02,0.00,0.00,inferred
Dacorum,2020-08-20,0.62,0.35,0.16,0.06,0.02,0.00,0.00,inferred
Dacorum,2020-08-21,0.62,0.35,0.16,0.06,0.02,0.00,0.00,inferred
Dacorum,2020-08-22,0.62,0.35,0.16,0.06,0.02,0.00,0.00,inferred
Dacorum,2020-08-23,0.62,0.35,0.16,0.06,0.02,0.00,0.00,inferred
Dacorum,2020-08-24,0.62,0.35,0.16,0.06,0.02,0.00,0.00,inferred
Dacorum,2020-08-25,0.61,0.34,0.14,0.05,0.01,0.00,0.00,inferred
Dacorum,2020-08-26,0.61,0.34,0.14,0.05,0.01,0.00,0.00,inferred
Dacorum,2020-08-27,0.61,0.34,0.14,0.05,0.01,0.00,0.00,inferred
Dacorum,2020-08-28,0.61,0.34,0.14,0.05,0.01,0.00,0.00,inferred
Dacorum,2020-08-29,0.61,0.34,0.14,0.05,0.01,0.00,0.00,inferred
Dacorum,2020-08-30,0.61,0.34,0.14,0.05,0.01,0.00,0.00,inferred
Dacorum,2020-08-31,0.61,0.34,0.14,0.05,0.01,0.00,0.00,inferred
Dacorum,2020-09-01,0.63,0.35,0.15,0.05,0.02,0.00,0.00,inferred
Dacorum,2020-09-02,0.63,0.35,0.15,0.05,0.02,0.00,0.00,inferred
Dacorum,2020-09-03,0.63,0.35,0.15,0.05,0.02,0.00,0.00,inferred
Dacorum,2020-09-04,0.63,0.35,0.15,0.05,0.02,0.00,0.00,inferred
Dacorum,2020-09-05,0.63,0.35,0.15,0.05,0.02,0.00,0.00,inferred
Dacorum,2020-09-06,0.63,0.35,0.15,0.05,0.02,0.00,0.00,inferred
Dacorum,2020-09-07,0.63,0.35,0.15,0.05,0.02,0.00,0.00,inferred
Dacorum,2020-09-08,0.92,0.77,0.51,0.27,0.12,0.01,0.00,inferred
Dacorum,2020-09-09,0.92,0.77,0.51,0.27,0.12,0.01,0.00,inferred
Dacorum,2020-09-10,0.92,0.77,0.51,0.27,0.12,0.01,0.00,inferred
Dacorum,2020-09-11,0.92,0.77,0.51,0.27,0.12,0.01,0.00,inferred
Dacorum,2020-09-12,0.92,0.77,0.51,0.27,0.12,0.01,0.00,inferred
Dacorum,2020-09-13,0.92,0.77,0.51,0.27,0.12,0.01,0.00,inferred
Dacorum,2020-09-14,0.92,0.77,0.51,0.27,0.12,0.01,0.00,inferred
