"","Flow","From","To"
"42115",128,"E07000103","E09000012"
"42116",317,"E07000103","E09000013"
"42117",117,"E07000103","E09000014"
"42118",1416,"E07000103","E09000015"
"42119",21,"E07000103","E09000016"
"42120",1108,"E07000103","E09000017"
"42121",232,"E07000103","E09000018"
"42122",446,"E07000103","E09000019"
"42123",235,"E07000103","E09000020"
"42124",14,"E07000103","E09000021"
"42125",158,"E07000103","E09000022"
"42126",17,"E07000103","E09000023"
"42127",29,"E07000103","E09000024"
"42128",64,"E07000103","E09000025"
"42129",20,"E07000103","E09000026"
"42130",54,"E07000103","E09000027"
"42131",276,"E07000103","E09000028"
"42132",12,"E07000103","E09000029"
"42133",401,"E07000103","E09000030"
"42134",40,"E07000103","E09000031"
"42135",82,"E07000103","E09000032"
"42136",2593,"E07000103","E09000001,E09000033"
"42137",4093,"E07000103","OD0000001"
"42138",66,"E07000103","OD0000002"
"42139",4411,"E07000103","OD0000003"
"42140",47,"E07000103","OD0000004"
"42141",2,"E07000103","S12000008"
"42142",1,"E07000103","S12000021"
"42143",2,"E07000103","S12000028"
"42144",1,"E07000103","S12000029"
"42145",1,"E07000103","S12000030"
"42146",1,"E07000103","S12000036"
"42147",1,"E07000103","S12000040"
"42148",4,"E07000103","S12000049"
"42149",3,"E07000103","W06000009"
"42150",1,"E07000103","W06000011"
"42151",5,"E07000103","W06000014"
"42152",2,"E07000103","W06000015"
"42153",2,"E07000103","W06000016"
"42154",2,"E07000103","W06000021"
"42155",1,"E07000103","W06000022"
"42156",1,"E07000103","W06000023"
"42157",1,"E07000103","W06000024"
"42158",2,"E07000241","E06000002"
"42159",4,"E07000241","E06000004"
"42160",2,"E07000241","E06000006"
"42161",5,"E07000241","E06000007"
"42162",1,"E07000241","E06000010"
"42163",2,"E07000241","E06000011"
"42164",1,"E07000241","E06000013"
"42165",3,"E07000241","E06000014"
"42166",3,"E07000241","E06000015"
"42167",10,"E07000241","E06000016"
"42168",4,"E07000241","E06000018"
"42169",29,"E07000241","E06000019"
"42170",2,"E07000241","E06000021"
"42171",7,"E07000241","E06000022"
"42172",7,"E07000241","E06000023"
"42173",4,"E07000241","E06000024"
"42174",7,"E07000241","E06000025"
"42175",4,"E07000241","E06000026"
"42176",2,"E07000241","E06000027"
"42177",1,"E07000241","E06000058"
"42178",3,"E07000241","E06000058"
"42179",4,"E07000241","E06000030"
"42180",23,"E07000241","E06000031"
"42181",362,"E07000241","E06000032"
"42182",10,"E07000241","E06000033"
"42183",31,"E07000241","E06000034"
"42184",10,"E07000241","E06000035"
"42185",17,"E07000241","E06000036"
"42186",14,"E07000241","E06000037"
"42187",28,"E07000241","E06000038"
"42188",48,"E07000241","E06000039"
"42189",41,"E07000241","E06000040"
"42190",18,"E07000241","E06000041"
"42191",112,"E07000241","E06000042"
"42192",6,"E07000241","E06000043"
"42193",7,"E07000241","E06000044"
"42194",1,"E07000241","E06000045"
"42195",2,"E07000241","E06000046"
"42196",5,"E07000241","E06000047"
"42197",2,"E07000241","E06000057"
"42198",1,"E07000241","E06000049"
"42199",1,"E07000241","E06000050"
"42200",4,"E07000241","E06000051"
"42201",4,"E07000241","E06000052,E06000053"
"42202",17,"E07000241","E06000054"
"42203",59,"E07000241","E06000055"
"42204",206,"E07000241","E06000056"
"42205",37,"E07000241","E07000004"
"42206",40,"E07000241","E07000005"
"42207",44,"E07000241","E07000006"
"42208",55,"E07000241","E07000007"
"42209",67,"E07000241","E07000008"
"42210",2,"E07000241","E07000009"
"42211",3,"E07000241","E07000010"
"42212",44,"E07000241","E07000011"
"42213",94,"E07000241","E07000012"
"42214",1,"E07000241","E07000026"
"42215",1,"E07000241","E07000027"
"42216",1,"E07000241","E07000028"
"42217",1,"E07000241","E07000029"
"42218",2,"E07000241","E07000032"
"42219",1,"E07000241","E07000033"
"42220",1,"E07000241","E07000034"
"42221",1,"E07000241","E07000040"
"42222",2,"E07000241","E07000044"
"42223",2,"E07000241","E07000045"
"42224",2,"E07000241","E06000059"
"42225",2,"E07000241","E06000059"
"42226",2,"E07000241","E06000059"
"42227",4,"E07000241","E07000061"
"42228",1,"E07000241","E07000063"
"42229",2,"E07000241","E07000064"
"42230",1,"E07000241","E07000065"
"42231",45,"E07000241","E07000066"
"42232",11,"E07000241","E07000067"
"42233",32,"E07000241","E07000068"
"42234",5,"E07000241","E07000069"
"42235",25,"E07000241","E07000070"
"42236",11,"E07000241","E07000071"
"42237",161,"E07000241","E07000072"
"42238",259,"E07000241","E07000073"
"42239",2,"E07000241","E07000074"
"42240",2,"E07000241","E07000075"
"42241",2,"E07000241","E07000076"
"42242",63,"E07000241","E07000077"
"42243",2,"E07000241","E07000078"
"42244",2,"E07000241","E07000079"
"42245",4,"E07000241","E07000081"
"42246",6,"E07000241","E07000082"
"42247",9,"E07000241","E07000084"
"42248",2,"E07000241","E07000085"
"42249",2,"E07000241","E07000086"
"42250",2,"E07000241","E07000087"
"42251",6,"E07000241","E07000089"
"42252",4,"E07000241","E07000091"
"42253",8,"E07000241","E07000092"
"42254",3,"E07000241","E07000093"
"42255",6,"E07000241","E07000094"
"42256",722,"E07000241","E07000095"
"42257",595,"E07000241","E07000096"
"42258",1430,"E07000241","E07000242"
"42259",1682,"E07000241","E07000098"
"42260",777,"E07000241","E07000099"
"42261",3196,"E07000241","E07000240"
"42262",1474,"E07000241","E07000243"
"42263",216,"E07000241","E07000102"
"42264",468,"E07000241","E07000103"
"42265",20391,"E07000241","E07000241"
"42266",2,"E07000241","E07000105"
"42267",3,"E07000241","E07000106"
"42268",34,"E07000241","E07000107"
"42269",1,"E07000241","E07000108"
"42270",7,"E07000241","E07000109"
"42271",3,"E07000241","E07000110"
"42272",4,"E07000241","E07000111"
"42273",1,"E07000241","E07000112"
"42274",4,"E07000241","E07000113"
"42275",2,"E07000241","E07000114"
"42276",9,"E07000241","E07000115"
"42277",6,"E07000241","E07000116"
"42278",1,"E07000241","E07000121"
"42279",4,"E07000241","E07000122"
"42280",3,"E07000241","E07000123"
"42281",1,"E07000241","E07000127"
"42282",2,"E07000241","E07000129"
"42283",5,"E07000241","E07000130"
"42284",6,"E07000241","E07000131"
"42285",3,"E07000241","E07000136"
"42286",3,"E07000241","E07000137"
"42287",3,"E07000241","E07000138"
"42288",2,"E07000241","E07000139"
"42289",3,"E07000241","E07000140"
"42290",4,"E07000241","E07000141"
"42291",2,"E07000241","E07000142"
"42292",3,"E07000241","E07000144"
"42293",3,"E07000241","E07000145"
"42294",4,"E07000241","E07000146"
"42295",1,"E07000241","E07000147"
"42296",7,"E07000241","E07000148"
"42297",3,"E07000241","E07000149"
"42298",4,"E07000241","E07000151"
"42299",5,"E07000241","E07000152"
"42300",2,"E07000241","E07000153"
"42301",26,"E07000241","E07000154"
"42302",3,"E07000241","E07000155"
"42303",13,"E07000241","E07000156"
"42304",4,"E07000241","E07000165"
"42305",1,"E07000241","E07000166"
"42306",3,"E07000241","E07000168"
"42307",3,"E07000241","E07000171"
"42308",2,"E07000241","E07000172"
"42309",1,"E07000241","E07000173"
"42310",1,"E07000241","E07000175"
"42311",13,"E07000241","E07000177"
"42312",10,"E07000241","E07000178"
"42313",7,"E07000241","E07000179"
"42314",5,"E07000241","E07000180"
"42315",2,"E07000241","E07000181"
"42316",1,"E07000241","E07000187"
"42317",2,"E07000241","E07000188"
"42318",5,"E07000241","E07000189"
"42319",2,"E07000241","E07000246"
"42320",2,"E07000241","E07000246"
"42321",3,"E07000241","E07000192"
"42322",1,"E07000241","E07000193"
"42323",1,"E07000241","E07000194"
"42324",1,"E07000241","E07000196"
"42325",1,"E07000241","E07000199"
"42326",2,"E07000241","E07000245"
"42327",4,"E07000241","E07000202"
"42328",8,"E07000241","E07000203"
"42329",8,"E07000241","E07000245"
"42330",6,"E07000241","E07000244"
"42331",1,"E07000241","E07000244"
"42332",11,"E07000241","E07000207"
"42333",5,"E07000241","E07000208"
"42334",14,"E07000241","E07000209"
"42335",13,"E07000241","E07000210"
"42336",15,"E07000241","E07000211"
"42337",28,"E07000241","E07000212"
"42338",29,"E07000241","E07000213"
"42339",14,"E07000241","E07000214"
"42340",3,"E07000241","E07000215"
"42341",2,"E07000241","E07000216"
"42342",11,"E07000241","E07000217"
"42343",2,"E07000241","E07000218"
"42344",2,"E07000241","E07000219"
"42345",4,"E07000241","E07000220"
"42346",2,"E07000241","E07000221"
"42347",3,"E07000241","E07000222"
"42348",1,"E07000241","E07000224"
"42349",1,"E07000241","E07000225"
"42350",12,"E07000241","E07000226"
"42351",10,"E07000241","E07000227"
"42352",4,"E07000241","E07000228"
"42353",5,"E07000241","E07000229"
"42354",1,"E07000241","E07000234"
"42355",2,"E07000241","E07000236"
"42356",3,"E07000241","E07000237"
"42357",3,"E07000241","E08000001"
"42358",2,"E07000241","E08000002"
"42359",1,"E07000241","E08000003"
"42360",1,"E07000241","E08000004"
"42361",1,"E07000241","E08000005"
"42362",2,"E07000241","E08000006"
"42363",1,"E07000241","E08000008"
"42364",1,"E07000241","E08000009"
"42365",3,"E07000241","E08000010"
"42366",5,"E07000241","E08000012"
"42367",2,"E07000241","E08000013"
"42368",1,"E07000241","E08000014"
"42369",1,"E07000241","E08000015"
"42370",1,"E07000241","E08000016"
"42371",97,"E07000241","E08000017"
"42372",4,"E07000241","E08000018"
"42373",6,"E07000241","E08000019"
"42374",3,"E07000241","E08000037"
"42375",1,"E07000241","E08000021"
"42376",1,"E07000241","E08000022"
"42377",3,"E07000241","E08000024"
"42378",16,"E07000241","E08000025"
"42379",8,"E07000241","E08000026"
"42380",1,"E07000241","E08000027"
"42381",3,"E07000241","E08000028"
"42382",4,"E07000241","E08000029"
"42383",5,"E07000241","E08000030"
"42384",2,"E07000241","E08000031"
"42385",2,"E07000241","E08000032"
"42386",2,"E07000241","E08000033"
"42387",2,"E07000241","E08000034"
"42388",16,"E07000241","E08000035"
"42389",2,"E07000241","E08000036"
"42390",31,"E07000241","E09000002"
"42391",1347,"E07000241","E09000003"
"42392",19,"E07000241","E09000004"
"42393",287,"E07000241","E09000005"
"42394",14,"E07000241","E09000006"
"42395",919,"E07000241","E09000007"
"42396",25,"E07000241","E09000008"
"42397",179,"E07000241","E09000009"
"42398",1007,"E07000241","E09000010"
"42399",39,"E07000241","E09000011"
"42400",166,"E07000241","E09000012"
"42401",131,"E07000241","E09000013"
"42402",317,"E07000241","E09000014"
"42403",196,"E07000241","E09000015"
"42404",39,"E07000241","E09000016"
"42405",204,"E07000241","E09000017"
"42406",99,"E07000241","E09000018"
"42407",577,"E07000241","E09000019"
"42408",110,"E07000241","E09000020"
"42409",21,"E07000241","E09000021"
"42410",133,"E07000241","E09000022"
"42411",10,"E07000241","E09000023"
"42412",13,"E07000241","E09000024"
"42413",83,"E07000241","E09000025"
"42414",66,"E07000241","E09000026"
"42415",29,"E07000241","E09000027"
"42416",254,"E07000241","E09000028"
"42417",13,"E07000241","E09000029"
"42418",445,"E07000241","E09000030"
"42419",100,"E07000241","E09000031"
"42420",56,"E07000241","E09000032"
"42421",2486,"E07000241","E09000001,E09000033"
"42422",5566,"E07000241","OD0000001"
"42423",54,"E07000241","OD0000002"
"42424",4357,"E07000241","OD0000003"
"42425",63,"E07000241","OD0000004"
"42426",2,"E07000241","S12000017"
"42427",1,"E07000241","S12000019"
"42428",1,"E07000241","S12000021"
"42429",2,"E07000241","S12000029"
"42430",2,"E07000241","S12000030"
"42431",1,"E07000241","S12000033"
"42432",1,"E07000241","S12000034"
"42433",2,"E07000241","S12000036"
"42434",3,"E07000241","S12000040"
"42435",5,"E07000241","S12000049"
"42436",1,"E07000241","W06000001"
"42437",5,"E07000241","W06000005"
"42438",3,"E07000241","W06000006"
"42439",1,"E07000241","W06000011"
"42440",3,"E07000241","W06000013"
"42441",2,"E07000241","W06000015"
"42442",1,"E07000241","W06000021"
"42443",1,"E07000241","W06000022"
"42444",1,"E07000105","N09000003"
"42445",2,"E07000105","N09000009"
"42446",1,"E07000105","E06000001"
"42447",1,"E07000105","E06000004"
"42448",5,"E07000105","E06000007"
"42449",4,"E07000105","E06000008"
"42450",2,"E07000105","E06000010"
"42451",1,"E07000105","E06000013"
"42452",3,"E07000105","E06000014"
"42453",6,"E07000105","E06000015"
"42454",6,"E07000105","E06000016"
"42455",2,"E07000105","E06000018"
"42456",2,"E07000105","E06000019"
"42457",1,"E07000105","E06000020"
"42458",1,"E07000105","E06000021"
"42459",1,"E07000105","E06000022"
"42460",2,"E07000105","E06000023"
"42461",1,"E07000105","E06000024"
"42462",5,"E07000105","E06000025"
"42463",5,"E07000105","E06000026"
"42464",3,"E07000105","E06000058"
"42465",4,"E07000105","E06000058"
"42466",2,"E07000105","E06000030"
"42467",4,"E07000105","E06000031"
"42468",10,"E07000105","E06000032"
"42469",4,"E07000105","E06000033"
"42470",36,"E07000105","E06000034"
"42471",681,"E07000105","E06000035"
"42472",13,"E07000105","E06000036"
"42473",5,"E07000105","E06000037"
"42474",5,"E07000105","E06000038"
"42475",13,"E07000105","E06000039"
"42476",13,"E07000105","E06000040"
"42477",8,"E07000105","E06000041"
"42478",11,"E07000105","E06000042"
"42479",13,"E07000105","E06000043"
"42480",11,"E07000105","E06000044"
"42481",5,"E07000105","E06000045"
"42482",2,"E07000105","E06000046"
"42483",5,"E07000105","E06000057"
"42484",2,"E07000105","E06000049"
"42485",1,"E07000105","E06000050"
"42486",28,"E07000105","E06000051"
"42487",3,"E07000105","E06000052,E06000053"
"42488",15,"E07000105","E06000054"
"42489",3,"E07000105","E06000055"
"42490",3,"E07000105","E06000056"
"42491",4,"E07000105","E07000004"
"42492",4,"E07000105","E07000005"
"42493",4,"E07000105","E07000006"
"42494",12,"E07000105","E07000007"
"42495",1,"E07000105","E07000008"
"42496",1,"E07000105","E07000009"
"42497",3,"E07000105","E07000011"
"42498",5,"E07000105","E07000012"
"42499",2,"E07000105","E07000028"
"42500",1,"E07000105","E07000030"
"42501",1,"E07000105","E07000034"
"42502",1,"E07000105","E07000039"
"42503",4,"E07000105","E07000040"
"42504",3,"E07000105","E07000041"
"42505",39,"E07000105","E07000043"
"42506",8,"E07000105","E07000044"
"42507",1,"E07000105","E07000047"
"42508",3,"E07000105","E06000059"
"42509",1,"E07000105","E06000059"
"42510",2,"E07000105","E06000059"
"42511",3,"E07000105","E06000059"
"42512",16,"E07000105","E07000061"
"42513",109,"E07000105","E07000062"
"42514",11,"E07000105","E07000063"
"42515",335,"E07000105","E07000064"
"42516",71,"E07000105","E07000065"
"42517",25,"E07000105","E07000066"
"42518",9,"E07000105","E07000067"
"42519",14,"E07000105","E07000068"
"42520",4,"E07000105","E07000069"
"42521",11,"E07000105","E07000070"
"42522",2,"E07000105","E07000071"
"42523",11,"E07000105","E07000072"
"42524",15,"E07000105","E07000073"
"42525",2,"E07000105","E07000074"
"42526",1,"E07000105","E07000075"
"42527",4,"E07000105","E07000076"
"42528",7,"E07000105","E07000077"
"42529",1,"E07000105","E07000079"
"42530",2,"E07000105","E07000082"
"42531",2,"E07000105","E07000083"
"42532",11,"E07000105","E07000084"
"42533",3,"E07000105","E07000085"
"42534",2,"E07000105","E07000086"
"42535",1,"E07000105","E07000087"
"42536",5,"E07000105","E07000088"
"42537",8,"E07000105","E07000089"
"42538",7,"E07000105","E07000091"
"42539",11,"E07000105","E07000092"
"42540",7,"E07000105","E07000093"
"42541",5,"E07000105","E07000094"
"42542",11,"E07000105","E07000095"
"42543",12,"E07000105","E07000096"
"42544",3,"E07000105","E07000242"
"42545",15,"E07000105","E07000098"
"42546",1,"E07000105","E07000099"
"42547",8,"E07000105","E07000240"
"42548",4,"E07000105","E07000243"
"42549",10,"E07000105","E07000102"
"42550",17,"E07000105","E07000103"
"42551",15,"E07000105","E07000241"
"42552",27231,"E07000105","E07000105"
"42553",1843,"E07000105","E07000106"
"42554",200,"E07000105","E07000107"
"42555",570,"E07000105","E07000108"
"42556",159,"E07000105","E07000109"
"42557",2882,"E07000105","E07000110"
"42558",217,"E07000105","E07000111"
"42559",2639,"E07000105","E07000112"
"42560",706,"E07000105","E07000113"
"42561",153,"E07000105","E07000114"
"42562",953,"E07000105","E07000115"
"42563",1138,"E07000105","E07000116"
"42564",2,"E07000105","E07000117"
"42565",1,"E07000105","E07000118"
"42566",1,"E07000105","E07000119"
"42567",1,"E07000105","E07000121"
"42568",4,"E07000105","E07000123"
"42569",4,"E07000105","E07000127"
"42570",2,"E07000105","E07000129"
"42571",1,"E07000105","E07000130"
"42572",2,"E07000105","E07000131"
"42573",1,"E07000105","E07000132"
"42574",4,"E07000105","E07000134"
"42575",3,"E07000105","E07000139"
"42576",3,"E07000105","E07000140"
"42577",1,"E07000105","E07000143"
"42578",1,"E07000105","E07000144"
"42579",1,"E07000105","E07000145"
"42580",1,"E07000105","E07000146"
"42581",1,"E07000105","E07000149"
"42582",3,"E07000105","E07000150"
"42583",2,"E07000105","E07000151"
"42584",2,"E07000105","E07000153"
"42585",9,"E07000105","E07000154"
"42586",1,"E07000105","E07000155"
"42587",2,"E07000105","E07000156"
"42588",2,"E07000105","E07000165"
"42589",4,"E07000105","E07000166"
"42590",3,"E07000105","E07000170"
"42591",1,"E07000105","E07000171"
"42592",1,"E07000105","E07000172"
"42593",1,"E07000105","E07000176"
"42594",1,"E07000105","E07000177"
"42595",7,"E07000105","E07000178"
"42596",1,"E07000105","E07000179"
"42597",3,"E07000105","E07000180"
"42598",1,"E07000105","E07000181"
"42599",1,"E07000105","E07000188"
"42600",1,"E07000105","E07000189"
"42601",1,"E07000105","E07000246"
"42602",2,"E07000105","E07000246"
"42603",1,"E07000105","E07000192"
"42604",3,"E07000105","E07000193"
"42605",1,"E07000105","E07000194"
"42606",2,"E07000105","E07000196"
"42607",5,"E07000105","E07000197"
"42608",7,"E07000105","E07000202"
"42609",1,"E07000105","E07000245"
"42610",4,"E07000105","E07000244"
"42611",18,"E07000105","E07000207"
"42612",9,"E07000105","E07000208"
"42613",25,"E07000105","E07000209"
"42614",23,"E07000105","E07000210"
"42615",63,"E07000105","E07000211"
"42616",12,"E07000105","E07000212"
"42617",40,"E07000105","E07000213"
"42618",3,"E07000105","E07000214"
"42619",26,"E07000105","E07000215"
"42620",3,"E07000105","E07000216"
"42621",5,"E07000105","E07000217"
"42622",2,"E07000105","E07000220"
"42623",5,"E07000105","E07000221"
"42624",11,"E07000105","E07000222"
"42625",5,"E07000105","E07000223"
"42626",3,"E07000105","E07000224"
"42627",6,"E07000105","E07000225"
"42628",86,"E07000105","E07000226"
"42629",10,"E07000105","E07000227"
"42630",22,"E07000105","E07000228"
"42631",10,"E07000105","E07000229"
"42632",1,"E07000105","E07000234"
"42633",2,"E07000105","E07000236"
"42634",1,"E07000105","E07000239"
"42635",5,"E07000105","E08000001"
"42636",12,"E07000105","E08000003"
"42637",3,"E07000105","E08000006"
"42638",2,"E07000105","E08000007"
"42639",2,"E07000105","E08000008"
"42640",2,"E07000105","E08000009"
"42641",2,"E07000105","E08000011"
"42642",1,"E07000105","E08000012"
"42643",2,"E07000105","E08000016"
"42644",4,"E07000105","E08000017"
"42645",1,"E07000105","E08000018"
"42646",3,"E07000105","E08000019"
"42647",2,"E07000105","E08000021"
"42648",1,"E07000105","E08000023"
"42649",1,"E07000105","E08000024"
"42650",15,"E07000105","E08000025"
"42651",3,"E07000105","E08000026"
"42652",3,"E07000105","E08000027"
"42653",3,"E07000105","E08000028"
"42654",3,"E07000105","E08000029"
"42655",1,"E07000105","E08000030"
"42656",3,"E07000105","E08000031"
"42657",2,"E07000105","E08000032"
"42658",3,"E07000105","E08000033"
"42659",8,"E07000105","E08000035"
"42660",2,"E07000105","E08000036"
"42661",17,"E07000105","E09000002"
"42662",19,"E07000105","E09000003"
"42663",141,"E07000105","E09000004"
"42664",20,"E07000105","E09000005"
"42665",187,"E07000105","E09000006"
"42666",287,"E07000105","E09000007"
"42667",70,"E07000105","E09000008"
"42668",30,"E07000105","E09000009"
"42669",12,"E07000105","E09000010"
"42670",118,"E07000105","E09000011"
"42671",59,"E07000105","E09000012"
"42672",64,"E07000105","E09000013"
"42673",26,"E07000105","E09000014"
"42674",9,"E07000105","E09000015"
"42675",34,"E07000105","E09000016"
"42676",42,"E07000105","E09000017"
"42677",42,"E07000105","E09000018"
"42678",180,"E07000105","E09000019"
"42679",41,"E07000105","E09000020"
"42680",21,"E07000105","E09000021"
"42681",141,"E07000105","E09000022"
"42682",83,"E07000105","E09000023"
"42683",39,"E07000105","E09000024"
"42684",44,"E07000105","E09000025"
"42685",27,"E07000105","E09000026"
"42686",17,"E07000105","E09000027"
"42687",273,"E07000105","E09000028"
"42688",39,"E07000105","E09000029"
"42689",352,"E07000105","E09000030"
"42690",21,"E07000105","E09000031"
"42691",54,"E07000105","E09000032"
"42692",1348,"E07000105","E09000001,E09000033"
"42693",7381,"E07000105","OD0000001"
"42694",64,"E07000105","OD0000002"
"42695",5363,"E07000105","OD0000003"
"42696",102,"E07000105","OD0000004"
"42697",1,"E07000105","S12000008"
"42698",5,"E07000105","S12000047"
"42699",1,"E07000105","S12000021"
"42700",1,"E07000105","S12000048"
"42701",1,"E07000105","S12000026"
"42702",1,"E07000105","S12000030"
"42703",4,"E07000105","S12000033"
"42704",2,"E07000105","S12000034"
"42705",2,"E07000105","S12000036"
"42706",1,"E07000105","S12000041"
"42707",1,"E07000105","S12000050"
"42708",6,"E07000105","S12000049"
"42709",2,"E07000105","W06000001"
"42710",1,"E07000105","W06000006"
"42711",1,"E07000105","W06000008"
"42712",4,"E07000105","W06000011"
"42713",1,"E07000105","W06000013"
"42714",4,"E07000105","W06000015"
"42715",1,"E07000105","W06000016"
"42716",5,"E07000105","W06000018"
"42717",2,"E07000106","E06000002"
"42718",2,"E07000106","E06000005"
"42719",1,"E07000106","E06000006"
"42720",6,"E07000106","E06000007"
"42721",1,"E07000106","E06000009"
"42722",1,"E07000106","E06000010"
"42723",3,"E07000106","E06000011"
"42724",4,"E07000106","E06000014"
"42725",4,"E07000106","E06000015"
"42726",10,"E07000106","E06000016"
"42727",3,"E07000106","E06000018"
"42728",2,"E07000106","E06000020"
"42729",3,"E07000106","E06000021"
"42730",4,"E07000106","E06000022"
"42731",11,"E07000106","E06000023"
"42732",1,"E07000106","E06000024"
"42733",12,"E07000106","E06000025"
"42734",12,"E07000106","E06000026"
"42735",1,"E07000106","E06000027"
"42736",4,"E07000106","E06000058"
"42737",5,"E07000106","E06000058"
"42738",7,"E07000106","E06000030"
"42739",1,"E07000106","E06000031"
"42740",11,"E07000106","E06000032"
"42741",21,"E07000106","E06000033"
"42742",64,"E07000106","E06000034"
"42743",1099,"E07000106","E06000035"
"42744",13,"E07000106","E06000036"
"42745",9,"E07000106","E06000037"
"42746",10,"E07000106","E06000038"
"42747",12,"E07000106","E06000039"
"42748",15,"E07000106","E06000040"
"42749",11,"E07000106","E06000041"
"42750",15,"E07000106","E06000042"
"42751",28,"E07000106","E06000043"
"42752",11,"E07000106","E06000044"
"42753",9,"E07000106","E06000045"
"42754",5,"E07000106","E06000046"
"42755",1,"E07000106","E06000047"
"42756",6,"E07000106","E06000049"
"42757",1,"E07000106","E06000050"
"42758",13,"E07000106","E06000051"
"42759",11,"E07000106","E06000052,E06000053"
"42760",15,"E07000106","E06000054"
"42761",4,"E07000106","E06000055"
"42762",6,"E07000106","E06000056"
"42763",8,"E07000106","E07000004"
"42764",2,"E07000106","E07000005"
"42765",1,"E07000106","E07000006"
"42766",13,"E07000106","E07000007"
"42767",7,"E07000106","E07000008"
"42768",1,"E07000106","E07000009"
"42769",2,"E07000106","E07000010"
"42770",5,"E07000106","E07000011"
"42771",8,"E07000106","E07000012"
"42772",2,"E07000106","E07000027"
"42773",2,"E07000106","E07000028"
"42774",1,"E07000106","E07000029"
"42775",1,"E07000106","E07000030"
"42776",2,"E07000106","E07000031"
"42777",1,"E07000106","E07000032"
"42778",1,"E07000106","E07000033"
"42779",3,"E07000106","E07000034"
"42780",1,"E07000106","E07000037"
"42781",3,"E07000106","E07000040"
"42782",5,"E07000106","E07000041"
"42783",1,"E07000106","E07000042"
"42784",9,"E07000106","E07000043"
"42785",4,"E07000106","E07000044"
"42786",3,"E07000106","E06000059"
"42787",2,"E07000106","E06000059"
"42788",1,"E07000106","E06000059"
"42789",1,"E07000106","E06000059"
"42790",5,"E07000106","E07000061"
"42791",9,"E07000106","E07000062"
"42792",6,"E07000106","E07000063"
"42793",21,"E07000106","E07000064"
"42794",22,"E07000106","E07000065"
"42795",37,"E07000106","E07000066"
"42796",12,"E07000106","E07000067"
"42797",30,"E07000106","E07000068"
"42798",2,"E07000106","E07000069"
"42799",25,"E07000106","E07000070"
"42800",18,"E07000106","E07000071"
"42801",11,"E07000106","E07000072"
"42802",9,"E07000106","E07000073"
"42803",13,"E07000106","E07000074"
"42804",7,"E07000106","E07000075"
"42805",6,"E07000106","E07000076"
"42806",10,"E07000106","E07000077"
"42807",3,"E07000106","E07000079"
"42808",1,"E07000106","E07000081"
"42809",3,"E07000106","E07000082"
"42810",9,"E07000106","E07000083"
"42811",8,"E07000106","E07000084"
"42812",16,"E07000106","E07000085"
"42813",3,"E07000106","E07000086"
"42814",9,"E07000106","E07000087"
"42815",3,"E07000106","E07000089"
"42816",3,"E07000106","E07000090"
"42817",5,"E07000106","E07000091"
"42818",13,"E07000106","E07000092"
"42819",8,"E07000106","E07000094"
"42820",10,"E07000106","E07000095"
"42821",14,"E07000106","E07000096"
"42822",8,"E07000106","E07000242"
"42823",18,"E07000106","E07000098"
"42824",8,"E07000106","E07000099"
"42825",10,"E07000106","E07000240"
"42826",13,"E07000106","E07000243"
"42827",14,"E07000106","E07000102"
"42828",28,"E07000106","E07000103"
"42829",12,"E07000106","E07000241"
"42830",1897,"E07000106","E07000105"
"42831",34548,"E07000106","E07000106"
"42832",310,"E07000106","E07000107"
"42833",2321,"E07000106","E07000108"
"42834",164,"E07000106","E07000109"
"42835",1090,"E07000106","E07000110"
"42836",111,"E07000106","E07000111"
"42837",1097,"E07000106","E07000112"
"42838",2367,"E07000106","E07000113"
"42839",2232,"E07000106","E07000114"
"42840",487,"E07000106","E07000115"
"42841",108,"E07000106","E07000116"
"42842",1,"E07000106","E07000119"
"42843",2,"E07000106","E07000121"
"42844",2,"E07000106","E07000123"
"42845",1,"E07000106","E07000126"
"42846",1,"E07000106","E07000129"
"42847",1,"E07000106","E07000130"
"42848",4,"E07000106","E07000134"
"42849",6,"E07000106","E07000135"
"42850",1,"E07000106","E07000137"
"42851",3,"E07000106","E07000139"
"42852",3,"E07000106","E07000140"
"42853",4,"E07000106","E07000141"
"42854",4,"E07000106","E07000143"
"42855",1,"E07000106","E07000145"
"42856",3,"E07000106","E07000146"
"42857",11,"E07000106","E07000148"
"42858",2,"E07000106","E07000149"
"42859",1,"E07000106","E07000150"
"42860",1,"E07000106","E07000151"
"42861",1,"E07000106","E07000152"
"42862",3,"E07000106","E07000153"
"42863",6,"E07000106","E07000154"
"42864",2,"E07000106","E07000155"
"42865",1,"E07000106","E07000156"
"42866",1,"E07000106","E07000163"
"42867",2,"E07000106","E07000165"
"42868",7,"E07000106","E07000166"
"42869",1,"E07000106","E07000168"
"42870",1,"E07000106","E07000169"
"42871",3,"E07000106","E07000170"
"42872",1,"E07000106","E07000172"
"42873",1,"E07000106","E07000176"
"42874",3,"E07000106","E07000177"
"42875",14,"E07000106","E07000178"
"42876",11,"E07000106","E07000179"
"42877",8,"E07000106","E07000180"
"42878",4,"E07000106","E07000181"
"42879",1,"E07000106","E07000187"
"42880",3,"E07000106","E07000189"
"42881",1,"E07000106","E07000246"
"42882",2,"E07000106","E07000193"
"42883",1,"E07000106","E07000194"
"42884",1,"E07000106","E07000197"
"42885",4,"E07000106","E07000198"
"42886",3,"E07000106","E07000200"
"42887",3,"E07000106","E07000245"
