"","Flow","From","To"
"95444",23,"E09000025","E07000012"
"95445",4,"E09000025","E07000028"
"95446",1,"E09000025","E07000031"
"95447",20,"E09000025","E07000032"
"95448",1,"E09000025","E07000034"
"95449",2,"E09000025","E07000035"
"95450",1,"E09000025","E07000036"
"95451",1,"E09000025","E07000040"
"95452",4,"E09000025","E07000041"
"95453",1,"E09000025","E07000042"
"95454",6,"E09000025","E07000043"
"95455",1,"E09000025","E07000045"
"95456",1,"E09000025","E07000046"
"95457",1,"E09000025","E07000047"
"95458",1,"E09000025","E06000058"
"95459",17,"E09000025","E06000059"
"95460",5,"E09000025","E06000059"
"95461",4,"E09000025","E06000059"
"95462",1,"E09000025","E06000059"
"95463",1,"E09000025","E06000059"
"95464",3,"E09000025","E07000061"
"95465",10,"E09000025","E07000062"
"95466",3,"E09000025","E07000063"
"95467",2,"E09000025","E07000064"
"95468",5,"E09000025","E07000065"
"95469",320,"E09000025","E07000066"
"95470",113,"E09000025","E07000067"
"95471",196,"E09000025","E07000068"
"95472",33,"E09000025","E07000069"
"95473",138,"E09000025","E07000070"
"95474",33,"E09000025","E07000071"
"95475",576,"E09000025","E07000072"
"95476",174,"E09000025","E07000073"
"95477",27,"E09000025","E07000074"
"95478",33,"E09000025","E07000075"
"95479",25,"E09000025","E07000076"
"95480",146,"E09000025","E07000077"
"95481",3,"E09000025","E07000078"
"95482",2,"E09000025","E07000079"
"95483",3,"E09000025","E07000080"
"95484",8,"E09000025","E07000081"
"95485",2,"E09000025","E07000082"
"95486",6,"E09000025","E07000083"
"95487",31,"E09000025","E07000084"
"95488",11,"E09000025","E07000085"
"95489",6,"E09000025","E07000086"
"95490",2,"E09000025","E07000087"
"95491",17,"E09000025","E07000089"
"95492",5,"E09000025","E07000090"
"95493",8,"E09000025","E07000091"
"95494",8,"E09000025","E07000092"
"95495",5,"E09000025","E07000093"
"95496",2,"E09000025","E07000094"
"95497",144,"E09000025","E07000095"
"95498",23,"E09000025","E07000096"
"95499",53,"E09000025","E07000242"
"95500",96,"E09000025","E07000098"
"95501",15,"E09000025","E07000099"
"95502",58,"E09000025","E07000240"
"95503",48,"E09000025","E07000243"
"95504",41,"E09000025","E07000102"
"95505",66,"E09000025","E07000103"
"95506",115,"E09000025","E07000241"
"95507",20,"E09000025","E07000105"
"95508",18,"E09000025","E07000106"
"95509",203,"E09000025","E07000107"
"95510",12,"E09000025","E07000108"
"95511",36,"E09000025","E07000109"
"95512",44,"E09000025","E07000110"
"95513",47,"E09000025","E07000111"
"95514",7,"E09000025","E07000112"
"95515",28,"E09000025","E07000113"
"95516",23,"E09000025","E07000114"
"95517",47,"E09000025","E07000115"
"95518",23,"E09000025","E07000116"
"95519",1,"E09000025","E07000118"
"95520",2,"E09000025","E07000121"
"95521",1,"E09000025","E07000122"
"95522",20,"E09000025","E07000123"
"95523",5,"E09000025","E07000124"
"95524",1,"E09000025","E07000125"
"95525",2,"E09000025","E07000126"
"95526",8,"E09000025","E07000127"
"95527",5,"E09000025","E07000128"
"95528",5,"E09000025","E07000129"
"95529",2,"E09000025","E07000130"
"95530",2,"E09000025","E07000131"
"95531",3,"E09000025","E07000132"
"95532",1,"E09000025","E07000133"
"95533",4,"E09000025","E07000134"
"95534",5,"E09000025","E07000135"
"95535",5,"E09000025","E07000137"
"95536",1,"E09000025","E07000138"
"95537",1,"E09000025","E07000139"
"95538",3,"E09000025","E07000140"
"95539",2,"E09000025","E07000141"
"95540",7,"E09000025","E07000143"
"95541",2,"E09000025","E07000144"
"95542",2,"E09000025","E07000145"
"95543",4,"E09000025","E07000146"
"95544",1,"E09000025","E07000147"
"95545",12,"E09000025","E07000148"
"95546",9,"E09000025","E07000149"
"95547",6,"E09000025","E07000150"
"95548",5,"E09000025","E07000151"
"95549",6,"E09000025","E07000152"
"95550",13,"E09000025","E07000153"
"95551",31,"E09000025","E07000154"
"95552",2,"E09000025","E07000155"
"95553",21,"E09000025","E07000156"
"95554",11,"E09000025","E07000165"
"95555",2,"E09000025","E07000166"
"95556",2,"E09000025","E07000168"
"95557",4,"E09000025","E07000169"
"95558",4,"E09000025","E07000170"
"95559",11,"E09000025","E07000171"
"95560",3,"E09000025","E07000172"
"95561",1,"E09000025","E07000173"
"95562",2,"E09000025","E07000175"
"95563",1,"E09000025","E07000176"
"95564",6,"E09000025","E07000177"
"95565",19,"E09000025","E07000178"
"95566",15,"E09000025","E07000179"
"95567",14,"E09000025","E07000180"
"95568",8,"E09000025","E07000181"
"95569",3,"E09000025","E07000187"
"95570",5,"E09000025","E07000188"
"95571",4,"E09000025","E07000189"
"95572",2,"E09000025","E07000246"
"95573",1,"E09000025","E07000192"
"95574",2,"E09000025","E07000194"
"95575",3,"E09000025","E07000195"
"95576",13,"E09000025","E07000197"
"95577",1,"E09000025","E07000198"
"95578",3,"E09000025","E07000199"
"95579",5,"E09000025","E07000200"
"95580",1,"E09000025","E07000245"
"95581",36,"E09000025","E07000202"
"95582",10,"E09000025","E07000203"
"95583",18,"E09000025","E07000245"
"95584",6,"E09000025","E07000244"
"95585",3,"E09000025","E07000244"
"95586",52,"E09000025","E07000207"
"95587",40,"E09000025","E07000208"
"95588",22,"E09000025","E07000209"
"95589",37,"E09000025","E07000210"
"95590",58,"E09000025","E07000211"
"95591",27,"E09000025","E07000212"
"95592",34,"E09000025","E07000213"
"95593",34,"E09000025","E07000214"
"95594",41,"E09000025","E07000215"
"95595",13,"E09000025","E07000216"
"95596",47,"E09000025","E07000217"
"95597",2,"E09000025","E07000218"
"95598",7,"E09000025","E07000219"
"95599",14,"E09000025","E07000220"
"95600",48,"E09000025","E07000221"
"95601",10,"E09000025","E07000222"
"95602",1,"E09000025","E07000223"
"95603",3,"E09000025","E07000224"
"95604",15,"E09000025","E07000225"
"95605",58,"E09000025","E07000226"
"95606",13,"E09000025","E07000227"
"95607",6,"E09000025","E07000228"
"95608",36,"E09000025","E07000229"
"95609",1,"E09000025","E07000234"
"95610",4,"E09000025","E07000236"
"95611",8,"E09000025","E07000237"
"95612",7,"E09000025","E07000238"
"95613",1,"E09000025","E07000239"
"95614",7,"E09000025","E08000001"
"95615",3,"E09000025","E08000002"
"95616",19,"E09000025","E08000003"
"95617",3,"E09000025","E08000004"
"95618",4,"E09000025","E08000005"
"95619",15,"E09000025","E08000006"
"95620",13,"E09000025","E08000007"
"95621",1,"E09000025","E08000008"
"95622",14,"E09000025","E08000009"
"95623",7,"E09000025","E08000010"
"95624",4,"E09000025","E08000011"
"95625",14,"E09000025","E08000012"
"95626",1,"E09000025","E08000013"
"95627",2,"E09000025","E08000014"
"95628",2,"E09000025","E08000015"
"95629",2,"E09000025","E08000016"
"95630",12,"E09000025","E08000017"
"95631",5,"E09000025","E08000018"
"95632",14,"E09000025","E08000019"
"95633",6,"E09000025","E08000021"
"95634",8,"E09000025","E08000022"
"95635",3,"E09000025","E08000024"
"95636",55,"E09000025","E08000025"
"95637",7,"E09000025","E08000026"
"95638",18,"E09000025","E08000027"
"95639",16,"E09000025","E08000028"
"95640",14,"E09000025","E08000029"
"95641",16,"E09000025","E08000030"
"95642",8,"E09000025","E08000031"
"95643",18,"E09000025","E08000032"
"95644",13,"E09000025","E08000033"
"95645",11,"E09000025","E08000034"
"95646",41,"E09000025","E08000035"
"95647",2,"E09000025","E08000036"
"95648",2851,"E09000025","E09000002"
"95649",659,"E09000025","E09000003"
"95650",319,"E09000025","E09000004"
"95651",913,"E09000025","E09000005"
"95652",343,"E09000025","E09000006"
"95653",5132,"E09000025","E09000007"
"95654",269,"E09000025","E09000008"
"95655",709,"E09000025","E09000009"
"95656",1066,"E09000025","E09000010"
"95657",1311,"E09000025","E09000011"
"95658",3051,"E09000025","E09000012"
"95659",1501,"E09000025","E09000013"
"95660",999,"E09000025","E09000014"
"95661",160,"E09000025","E09000015"
"95662",1487,"E09000025","E09000016"
"95663",300,"E09000025","E09000017"
"95664",469,"E09000025","E09000018"
"95665",3349,"E09000025","E09000019"
"95666",2250,"E09000025","E09000020"
"95667",166,"E09000025","E09000021"
"95668",1776,"E09000025","E09000022"
"95669",688,"E09000025","E09000023"
"95670",300,"E09000025","E09000024"
"95671",24781,"E09000025","E09000025"
"95672",3365,"E09000025","E09000026"
"95673",214,"E09000025","E09000027"
"95674",3110,"E09000025","E09000028"
"95675",125,"E09000025","E09000029"
"95676",11592,"E09000025","E09000030"
"95677",3243,"E09000025","E09000031"
"95678",864,"E09000025","E09000032"
"95679",18262,"E09000025","E09000001,E09000033"
"95680",8994,"E09000025","OD0000001"
"95681",255,"E09000025","OD0000002"
"95682",21268,"E09000025","OD0000003"
"95683",143,"E09000025","OD0000004"
"95684",2,"E09000025","S12000006"
"95685",1,"E09000025","S12000013"
"95686",3,"E09000025","S12000047"
"95687",5,"E09000025","S12000017"
"95688",2,"E09000025","S12000048"
"95689",7,"E09000025","S12000029"
"95690",8,"E09000025","S12000033"
"95691",1,"E09000025","S12000034"
"95692",17,"E09000025","S12000036"
"95693",1,"E09000025","S12000038"
"95694",4,"E09000025","S12000040"
"95695",5,"E09000025","S12000050"
"95696",11,"E09000025","S12000049"
"95697",1,"E09000025","W06000002"
"95698",1,"E09000025","W06000003"
"95699",1,"E09000025","W06000004"
"95700",2,"E09000025","W06000005"
"95701",2,"E09000025","W06000006"
"95702",1,"E09000025","W06000009"
"95703",1,"E09000025","W06000011"
"95704",2,"E09000025","W06000012"
"95705",2,"E09000025","W06000014"
"95706",7,"E09000025","W06000015"
"95707",4,"E09000025","W06000016"
"95708",9,"E09000025","W06000018"
"95709",3,"E09000025","W06000019"
"95710",1,"E09000025","W06000021"
"95711",4,"E09000025","W06000022"
"95712",1,"E09000026","N09000002"
"95713",1,"E09000026","N09000005"
"95714",1,"E09000026","N09000007"
"95715",1,"E09000026","N09000001"
"95716",1,"E09000026","E06000002"
"95717",1,"E09000026","E06000004"
"95718",1,"E09000026","E06000005"
"95719",1,"E09000026","E06000006"
"95720",14,"E09000026","E06000007"
"95721",3,"E09000026","E06000008"
"95722",2,"E09000026","E06000009"
"95723",3,"E09000026","E06000010"
"95724",8,"E09000026","E06000011"
"95725",2,"E09000026","E06000012"
"95726",4,"E09000026","E06000013"
"95727",3,"E09000026","E06000014"
"95728",5,"E09000026","E06000015"
"95729",20,"E09000026","E06000016"
"95730",2,"E09000026","E06000017"
"95731",18,"E09000026","E06000018"
"95732",6,"E09000026","E06000019"
"95733",7,"E09000026","E06000020"
"95734",3,"E09000026","E06000021"
"95735",18,"E09000026","E06000022"
"95736",17,"E09000026","E06000023"
"95737",15,"E09000026","E06000025"
"95738",4,"E09000026","E06000026"
"95739",1,"E09000026","E06000027"
"95740",4,"E09000026","E06000058"
"95741",2,"E09000026","E06000058"
"95742",14,"E09000026","E06000030"
"95743",15,"E09000026","E06000031"
"95744",63,"E09000026","E06000032"
"95745",153,"E09000026","E06000033"
"95746",687,"E09000026","E06000034"
"95747",55,"E09000026","E06000035"
"95748",21,"E09000026","E06000036"
"95749",11,"E09000026","E06000037"
"95750",53,"E09000026","E06000038"
"95751",52,"E09000026","E06000039"
"95752",40,"E09000026","E06000040"
"95753",21,"E09000026","E06000041"
"95754",43,"E09000026","E06000042"
"95755",19,"E09000026","E06000043"
"95756",7,"E09000026","E06000044"
"95757",6,"E09000026","E06000045"
"95758",1,"E09000026","E06000047"
"95759",3,"E09000026","E06000057"
"95760",7,"E09000026","E06000049"
"95761",2,"E09000026","E06000050"
"95762",3,"E09000026","E06000051"
"95763",15,"E09000026","E06000052,E06000053"
"95764",15,"E09000026","E06000054"
"95765",10,"E09000026","E06000055"
"95766",16,"E09000026","E06000056"
"95767",15,"E09000026","E07000004"
"95768",5,"E09000026","E07000005"
"95769",27,"E09000026","E07000006"
"95770",38,"E09000026","E07000007"
"95771",63,"E09000026","E07000008"
"95772",10,"E09000026","E07000009"
"95773",13,"E09000026","E07000011"
"95774",50,"E09000026","E07000012"
"95775",2,"E09000026","E07000028"
"95776",2,"E09000026","E07000031"
"95777",5,"E09000026","E07000032"
"95778",2,"E09000026","E07000033"
"95779",3,"E09000026","E07000034"
"95780",1,"E09000026","E07000038"
"95781",6,"E09000026","E07000040"
"95782",2,"E09000026","E07000041"
"95783",7,"E09000026","E07000043"
"95784",2,"E09000026","E07000044"
"95785",2,"E09000026","E07000045"
"95786",1,"E09000026","E07000046"
"95787",23,"E09000026","E06000059"
"95788",1,"E09000026","E06000059"
"95789",2,"E09000026","E06000059"
"95790",6,"E09000026","E07000061"
"95791",1,"E09000026","E07000062"
"95792",1,"E09000026","E07000063"
"95793",1,"E09000026","E07000064"
"95794",6,"E09000026","E07000065"
"95795",546,"E09000026","E07000066"
"95796",100,"E09000026","E07000067"
"95797",530,"E09000026","E07000068"
"95798",46,"E09000026","E07000069"
"95799",322,"E09000026","E07000070"
"95800",78,"E09000026","E07000071"
"95801",2770,"E09000026","E07000072"
"95802",377,"E09000026","E07000073"
"95803",28,"E09000026","E07000074"
"95804",48,"E09000026","E07000075"
"95805",20,"E09000026","E07000076"
"95806",154,"E09000026","E07000077"
"95807",4,"E09000026","E07000079"
"95808",1,"E09000026","E07000080"
"95809",1,"E09000026","E07000081"
"95810",1,"E09000026","E07000082"
"95811",2,"E09000026","E07000083"
"95812",17,"E09000026","E07000084"
"95813",5,"E09000026","E07000086"
"95814",9,"E09000026","E07000087"
"95815",1,"E09000026","E07000088"
"95816",9,"E09000026","E07000089"
"95817",5,"E09000026","E07000090"
"95818",4,"E09000026","E07000091"
"95819",13,"E09000026","E07000092"
"95820",6,"E09000026","E07000093"
"95821",13,"E09000026","E07000094"
"95822",260,"E09000026","E07000095"
"95823",50,"E09000026","E07000096"
"95824",129,"E09000026","E07000242"
"95825",118,"E09000026","E07000098"
"95826",12,"E09000026","E07000099"
"95827",88,"E09000026","E07000240"
"95828",37,"E09000026","E07000243"
"95829",50,"E09000026","E07000102"
"95830",66,"E09000026","E07000103"
"95831",161,"E09000026","E07000241"
"95832",5,"E09000026","E07000105"
"95833",14,"E09000026","E07000106"
"95834",158,"E09000026","E07000107"
"95835",13,"E09000026","E07000108"
"95836",21,"E09000026","E07000109"
"95837",18,"E09000026","E07000110"
"95838",26,"E09000026","E07000111"
"95839",1,"E09000026","E07000112"
"95840",13,"E09000026","E07000113"
"95841",9,"E09000026","E07000114"
"95842",35,"E09000026","E07000115"
"95843",21,"E09000026","E07000116"
"95844",1,"E09000026","E07000120"
"95845",9,"E09000026","E07000123"
"95846",1,"E09000026","E07000124"
"95847",1,"E09000026","E07000127"
"95848",5,"E09000026","E07000128"
"95849",2,"E09000026","E07000129"
"95850",1,"E09000026","E07000130"
"95851",1,"E09000026","E07000131"
"95852",2,"E09000026","E07000134"
"95853",1,"E09000026","E07000136"
"95854",5,"E09000026","E07000137"
"95855",3,"E09000026","E07000138"
"95856",1,"E09000026","E07000140"
"95857",2,"E09000026","E07000141"
"95858",6,"E09000026","E07000143"
"95859",3,"E09000026","E07000144"
"95860",2,"E09000026","E07000145"
"95861",9,"E09000026","E07000146"
"95862",2,"E09000026","E07000147"
"95863",5,"E09000026","E07000148"
"95864",3,"E09000026","E07000149"
"95865",2,"E09000026","E07000151"
"95866",1,"E09000026","E07000152"
"95867",7,"E09000026","E07000153"
"95868",21,"E09000026","E07000154"
"95869",3,"E09000026","E07000155"
"95870",6,"E09000026","E07000156"
"95871",2,"E09000026","E07000164"
"95872",2,"E09000026","E07000165"
"95873",2,"E09000026","E07000170"
"95874",2,"E09000026","E07000171"
"95875",2,"E09000026","E07000172"
"95876",2,"E09000026","E07000174"
"95877",4,"E09000026","E07000176"
"95878",6,"E09000026","E07000177"
"95879",23,"E09000026","E07000178"
"95880",25,"E09000026","E07000179"
"95881",15,"E09000026","E07000180"
"95882",10,"E09000026","E07000181"
"95883",2,"E09000026","E07000187"
"95884",1,"E09000026","E07000188"
"95885",12,"E09000026","E07000189"
"95886",6,"E09000026","E07000246"
"95887",3,"E09000026","E07000193"
"95888",2,"E09000026","E07000194"
"95889",1,"E09000026","E07000196"
"95890",10,"E09000026","E07000197"
"95891",2,"E09000026","E07000199"
"95892",4,"E09000026","E07000200"
"95893",4,"E09000026","E07000245"
"95894",26,"E09000026","E07000202"
"95895",8,"E09000026","E07000203"
"95896",12,"E09000026","E07000245"
"95897",18,"E09000026","E07000244"
"95898",3,"E09000026","E07000244"
"95899",31,"E09000026","E07000207"
"95900",12,"E09000026","E07000208"
"95901",22,"E09000026","E07000209"
"95902",28,"E09000026","E07000210"
"95903",49,"E09000026","E07000211"
"95904",47,"E09000026","E07000212"
"95905",28,"E09000026","E07000213"
"95906",17,"E09000026","E07000214"
"95907",11,"E09000026","E07000215"
"95908",12,"E09000026","E07000216"
"95909",39,"E09000026","E07000217"
"95910",3,"E09000026","E07000218"
"95911",3,"E09000026","E07000219"
"95912",2,"E09000026","E07000220"
"95913",8,"E09000026","E07000221"
"95914",8,"E09000026","E07000222"
"95915",1,"E09000026","E07000223"
"95916",3,"E09000026","E07000224"
"95917",5,"E09000026","E07000225"
"95918",36,"E09000026","E07000226"
"95919",8,"E09000026","E07000227"
"95920",10,"E09000026","E07000228"
"95921",3,"E09000026","E07000229"
"95922",1,"E09000026","E07000234"
"95923",1,"E09000026","E07000235"
"95924",2,"E09000026","E07000236"
"95925",4,"E09000026","E07000237"
"95926",4,"E09000026","E07000238"
"95927",7,"E09000026","E08000001"
"95928",27,"E09000026","E08000003"
"95929",2,"E09000026","E08000004"
"95930",2,"E09000026","E08000005"
"95931",5,"E09000026","E08000006"
"95932",12,"E09000026","E08000007"
"95933",3,"E09000026","E08000008"
"95934",7,"E09000026","E08000009"
"95935",9,"E09000026","E08000010"
"95936",17,"E09000026","E08000012"
"95937",2,"E09000026","E08000013"
"95938",3,"E09000026","E08000015"
"95939",5,"E09000026","E08000017"
"95940",4,"E09000026","E08000018"
"95941",6,"E09000026","E08000019"
"95942",4,"E09000026","E08000022"
"95943",4,"E09000026","E08000024"
"95944",57,"E09000026","E08000025"
"95945",13,"E09000026","E08000026"
"95946",10,"E09000026","E08000027"
"95947",3,"E09000026","E08000028"
"95948",4,"E09000026","E08000029"
"95949",22,"E09000026","E08000030"
"95950",10,"E09000026","E08000031"
"95951",9,"E09000026","E08000032"
"95952",1,"E09000026","E08000033"
"95953",2,"E09000026","E08000034"
"95954",24,"E09000026","E08000035"
"95955",4,"E09000026","E08000036"
"95956",4611,"E09000026","E09000002"
"95957",627,"E09000026","E09000003"
"95958",116,"E09000026","E09000004"
"95959",492,"E09000026","E09000005"
"95960",186,"E09000026","E09000006"
"95961",4238,"E09000026","E09000007"
"95962",153,"E09000026","E09000008"
"95963",421,"E09000026","E09000009"
"95964",1426,"E09000026","E09000010"
"95965",571,"E09000026","E09000011"
"95966",2606,"E09000026","E09000012"
"95967",869,"E09000026","E09000013"
"95968",1080,"E09000026","E09000014"
