area,day,C_lower,C_median,C_upper
Lothian,14,0.13330,0.44509,1.54151
Lothian,15,0.12079,0.42914,1.58812
Lothian,16,0.10946,0.41375,1.63612
Lothian,17,0.09919,0.39891,1.68558
Lothian,18,0.08988,0.38460,1.73652
Lothian,19,0.08144,0.37080,1.78901
Lothian,20,0.07380,0.35750,1.84309
Lothian,21,0.06687,0.34467,1.89880
Luton,1,2.65964,3.91853,5.69969
Luton,2,2.50384,3.70914,5.43664
Luton,3,2.35306,3.55943,5.36845
Luton,4,2.20603,3.45188,5.44020
Luton,5,2.06456,3.36891,5.59027
Luton,6,1.93005,3.29885,5.77965
Luton,7,1.80322,3.23517,5.98848
Luton,8,1.68421,3.17463,6.20830
Luton,9,1.57284,3.11581,6.43624
Luton,10,1.46876,3.05815,6.67182
Luton,11,1.37154,3.00149,6.91536
Luton,12,1.28076,2.94578,7.16736
Luton,13,1.19600,2.89105,7.42831
Luton,14,1.11685,2.83728,7.69866
Luton,15,1.04295,2.78450,7.97880
Luton,16,0.97394,2.73269,8.26913
Luton,17,0.90949,2.68184,8.57001
Luton,18,0.84932,2.63193,8.88184
Luton,19,0.79312,2.58295,9.20502
Luton,20,0.74064,2.53488,9.53996
Luton,21,0.69164,2.48770,9.88709
Manchester,1,8.22661,11.15427,15.20592
Manchester,2,8.14954,11.10038,15.22792
Manchester,3,7.99705,11.07790,15.54597
Manchester,4,7.75662,11.03703,16.03570
Manchester,5,7.46117,10.97533,16.61644
Manchester,6,7.14089,10.89961,17.24663
Manchester,7,6.81553,10.81631,17.90848
Manchester,8,6.49605,10.72964,18.59611
Manchester,9,6.18771,10.64191,19.30870
Manchester,10,5.89261,10.55423,20.04723
Manchester,11,5.61120,10.46710,20.81312
Manchester,12,5.34323,10.38067,21.60779
Manchester,13,5.08816,10.29498,22.43258
Manchester,14,4.84536,10.21004,23.28876
Manchester,15,4.61422,10.12583,24.17759
Manchester,16,4.39414,10.04232,25.10033
Manchester,17,4.18459,9.95950,26.05829
Manchester,18,3.98504,9.87738,27.05281
Manchester,19,3.79501,9.79593,28.08529
Manchester,20,3.61405,9.71516,29.15717
Manchester,21,3.44172,9.63505,30.26997
Medway,1,1.29784,2.02407,3.06760
Medway,2,1.27004,1.99202,3.04363
Medway,3,1.21688,1.95010,3.06972
Medway,4,1.14848,1.90619,3.14230
Medway,5,1.07359,1.86263,3.24398
Medway,6,0.99797,1.82011,3.36205
Medway,7,0.92483,1.77875,3.48962
Medway,8,0.85572,1.73849,3.62361
Medway,9,0.79120,1.69924,3.76295
Medway,10,0.73133,1.66094,3.90747
Medway,11,0.67594,1.62354,4.05734
Medway,12,0.62474,1.58699,4.21281
Medway,13,0.57743,1.55126,4.37417
Medway,14,0.53373,1.51634,4.54166
Medway,15,0.49334,1.48221,4.71555
Medway,16,0.45602,1.44885,4.89609
Medway,17,0.42152,1.41624,5.08355
Medway,18,0.38964,1.38436,5.27818
Medway,19,0.36017,1.35320,5.48026
Medway,20,0.33293,1.32274,5.69008
Medway,21,0.30775,1.29296,5.90793
Merthyr Tydfil,1,0.27356,0.47899,0.78156
Merthyr Tydfil,2,0.23609,0.41570,0.68384
Merthyr Tydfil,3,0.20777,0.37423,0.63576
Merthyr Tydfil,4,0.18398,0.34423,0.61532
Merthyr Tydfil,5,0.16309,0.32030,0.60820
Merthyr Tydfil,6,0.14447,0.29966,0.60666
Merthyr Tydfil,7,0.12781,0.28098,0.60703
Merthyr Tydfil,8,0.11295,0.26365,0.60784
Merthyr Tydfil,9,0.09973,0.24742,0.60859
Merthyr Tydfil,10,0.08800,0.23215,0.60916
Merthyr Tydfil,11,0.07762,0.21780,0.60960
Merthyr Tydfil,12,0.06845,0.20430,0.60995
Merthyr Tydfil,13,0.06035,0.19162,0.61025
Merthyr Tydfil,14,0.05320,0.17972,0.61053
Merthyr Tydfil,15,0.04690,0.16855,0.61080
Merthyr Tydfil,16,0.04134,0.15807,0.61106
Merthyr Tydfil,17,0.03644,0.14825,0.61133
Merthyr Tydfil,18,0.03212,0.13903,0.61159
Merthyr Tydfil,19,0.02832,0.13038,0.61185
Merthyr Tydfil,20,0.02496,0.12228,0.61212
Merthyr Tydfil,21,0.02200,0.11468,0.61238
Merton,1,0.44372,0.76319,1.19485
Merton,2,0.41482,0.71857,1.13573
Merton,3,0.38256,0.68128,1.11602
Merton,4,0.35099,0.65422,1.13251
Merton,5,0.32142,0.63437,1.17109
Merton,6,0.29421,0.61874,1.22150
Merton,7,0.26933,0.60533,1.27819
Merton,8,0.24661,0.59304,1.33870
Merton,9,0.22585,0.58131,1.40220
Merton,10,0.20688,0.56991,1.46854
Merton,11,0.18952,0.55875,1.53784
Merton,12,0.17363,0.54779,1.61030
Merton,13,0.15908,0.53703,1.68612
Merton,14,0.14576,0.52647,1.76547
Merton,15,0.13355,0.51611,1.84854
Merton,16,0.12236,0.50595,1.93553
Merton,17,0.11211,0.49599,2.02660
Merton,18,0.10272,0.48622,2.12195
Merton,19,0.09412,0.47665,2.22180
Merton,20,0.08624,0.46726,2.32634
Merton,21,0.07902,0.45806,2.43580
Middlesbrough,1,0.34739,0.59958,1.02886
Middlesbrough,2,0.32158,0.55865,0.96924
Middlesbrough,3,0.29242,0.52131,0.94324
Middlesbrough,4,0.26434,0.49212,0.95072
Middlesbrough,5,0.23862,0.46939,0.97920
Middlesbrough,6,0.21546,0.45082,1.01898
Middlesbrough,7,0.19471,0.43469,1.06464
Middlesbrough,8,0.17609,0.41998,1.11368
Middlesbrough,9,0.15935,0.40613,1.16520
Middlesbrough,10,0.14426,0.39288,1.21898
Middlesbrough,11,0.13063,0.38010,1.27509
Middlesbrough,12,0.11831,0.36774,1.33367
Middlesbrough,13,0.10717,0.35577,1.39489
Middlesbrough,14,0.09707,0.34419,1.45889
Middlesbrough,15,0.08793,0.33297,1.52582
Middlesbrough,16,0.07965,0.32212,1.59581
Middlesbrough,17,0.07215,0.31162,1.66901
Middlesbrough,18,0.06536,0.30146,1.74556
Middlesbrough,19,0.05921,0.29163,1.82563
Middlesbrough,20,0.05363,0.28212,1.90938
Middlesbrough,21,0.04858,0.27293,1.99696
Midlothian,1,0.05221,0.08756,0.13991
Midlothian,2,0.04704,0.07937,0.12801
Midlothian,3,0.04196,0.07262,0.12139
Midlothian,4,0.03746,0.06765,0.11968
Midlothian,5,0.03356,0.06397,0.12097
Midlothian,6,0.03018,0.06109,0.12379
Midlothian,7,0.02722,0.05865,0.12733
Midlothian,8,0.02460,0.05645,0.13119
Midlothian,9,0.02226,0.05441,0.13522
Midlothian,10,0.02015,0.05246,0.13935
Midlothian,11,0.01826,0.05058,0.14359
Midlothian,12,0.01654,0.04877,0.14795
Midlothian,13,0.01499,0.04703,0.15243
Midlothian,14,0.01358,0.04534,0.15704
Midlothian,15,0.01231,0.04372,0.16179
Midlothian,16,0.01115,0.04215,0.16668
Midlothian,17,0.01010,0.04064,0.17172
Midlothian,18,0.00916,0.03918,0.17691
Midlothian,19,0.00830,0.03778,0.18226
Midlothian,20,0.00752,0.03642,0.18777
Midlothian,21,0.00681,0.03511,0.19344
Milton Keynes,1,0.43160,0.72635,1.15745
Milton Keynes,2,0.39826,0.67428,1.08392
Milton Keynes,3,0.36656,0.63539,1.05576
Milton Keynes,4,0.33552,0.60463,1.05772
Milton Keynes,5,0.30566,0.57858,1.07576
Milton Keynes,6,0.27752,0.55525,1.10137
Milton Keynes,7,0.25144,0.53355,1.13025
Milton Keynes,8,0.22752,0.51295,1.16059
Milton Keynes,9,0.20572,0.49323,1.19174
Milton Keynes,10,0.18595,0.47427,1.22356
Milton Keynes,11,0.16804,0.45602,1.25609
Milton Keynes,12,0.15185,0.43846,1.28939
Milton Keynes,13,0.13722,0.42157,1.32352
Milton Keynes,14,0.12400,0.40532,1.35853
Milton Keynes,15,0.11205,0.38969,1.39445
Milton Keynes,16,0.10125,0.37466,1.43133
Milton Keynes,17,0.09150,0.36021,1.46917
Milton Keynes,18,0.08268,0.34632,1.50802
Milton Keynes,19,0.07472,0.33296,1.54789
Milton Keynes,20,0.06752,0.32012,1.58882
Milton Keynes,21,0.06101,0.30778,1.63083
Monmouthshire,1,0.02082,0.03754,0.06578
Monmouthshire,2,0.01559,0.02834,0.05035
Monmouthshire,3,0.01207,0.02278,0.04294
Monmouthshire,4,0.00974,0.01965,0.04068
Monmouthshire,5,0.00818,0.01789,0.04103
Monmouthshire,6,0.00706,0.01683,0.04249
Monmouthshire,7,0.00621,0.01607,0.04438
Monmouthshire,8,0.00553,0.01546,0.04641
Monmouthshire,9,0.00494,0.01490,0.04851
Monmouthshire,10,0.00444,0.01436,0.05066
Monmouthshire,11,0.00399,0.01384,0.05287
Monmouthshire,12,0.00358,0.01334,0.05516
Monmouthshire,13,0.00322,0.01284,0.05755
Monmouthshire,14,0.00289,0.01237,0.06003
Monmouthshire,15,0.00260,0.01191,0.06262
Monmouthshire,16,0.00233,0.01146,0.06533
Monmouthshire,17,0.00210,0.01103,0.06815
Monmouthshire,18,0.00188,0.01062,0.07109
Monmouthshire,19,0.00169,0.01023,0.07415
Monmouthshire,20,0.00152,0.00984,0.07735
Monmouthshire,21,0.00136,0.00948,0.08069
Moray,1,0.07031,0.12103,0.19921
Moray,2,0.06503,0.11267,0.18733
Moray,3,0.05998,0.10662,0.18409
Moray,4,0.05503,0.10203,0.18671
Moray,5,0.05026,0.09828,0.19251
Moray,6,0.04578,0.09499,0.19989
Moray,7,0.04162,0.09196,0.20804
Moray,8,0.03779,0.08908,0.21664
Moray,9,0.03430,0.08631,0.22558
Moray,10,0.03112,0.08363,0.23485
Moray,11,0.02823,0.08102,0.24448
Moray,12,0.02561,0.07850,0.25448
Moray,13,0.02323,0.07606,0.26488
Moray,14,0.02108,0.07368,0.27570
Moray,15,0.01912,0.07139,0.28697
Moray,16,0.01735,0.06916,0.29869
Moray,17,0.01574,0.06700,0.31089
Moray,18,0.01428,0.06491,0.32359
Moray,19,0.01295,0.06289,0.33681
Moray,20,0.01175,0.06092,0.35057
Moray,21,0.01066,0.05902,0.36489
Na h-Eileanan Siar,1,0.00000,0.00000,0.00000
Na h-Eileanan Siar,2,0.00000,0.00000,0.00000
Na h-Eileanan Siar,3,0.00000,0.00000,0.00000
Na h-Eileanan Siar,4,0.00000,0.00000,0.00000
Na h-Eileanan Siar,5,0.00000,0.00000,0.00000
Na h-Eileanan Siar,6,0.00000,0.00000,0.00000
Na h-Eileanan Siar,7,0.00000,0.00000,0.00000
Na h-Eileanan Siar,8,0.00000,0.00000,0.00000
Na h-Eileanan Siar,9,0.00000,0.00000,0.00000
Na h-Eileanan Siar,10,0.00000,0.00000,0.00000
Na h-Eileanan Siar,11,0.00000,0.00000,0.00000
Na h-Eileanan Siar,12,0.00000,0.00000,0.00000
Na h-Eileanan Siar,13,0.00000,0.00000,0.00000
Na h-Eileanan Siar,14,0.00000,0.00000,0.00000
Na h-Eileanan Siar,15,0.00000,0.00000,0.00000
Na h-Eileanan Siar,16,0.00000,0.00000,0.00000
Na h-Eileanan Siar,17,0.00000,0.00000,0.00000
Na h-Eileanan Siar,18,0.00000,0.00000,0.00000
Na h-Eileanan Siar,19,0.00000,0.00000,0.00000
Na h-Eileanan Siar,20,0.00000,0.00000,0.00000
Na h-Eileanan Siar,21,0.00000,0.00000,0.00000
Neath Port Talbot,1,0.32057,0.57657,0.99201
Neath Port Talbot,2,0.34701,0.62835,1.09287
Neath Port Talbot,3,0.34960,0.64874,1.17208
Neath Port Talbot,4,0.33749,0.65220,1.25018
Neath Port Talbot,5,0.31779,0.64746,1.33350
Neath Port Talbot,6,0.29503,0.63924,1.42372
Neath Port Talbot,7,0.27181,0.62981,1.52117
Neath Port Talbot,8,0.24943,0.62016,1.62594
Neath Port Talbot,9,0.22846,0.61062,1.73823
Neath Port Talbot,10,0.20909,0.60130,1.85841
Neath Port Talbot,11,0.19131,0.59219,1.98693
Neath Port Talbot,12,0.17504,0.58326,2.12435
Neath Port Talbot,13,0.16017,0.57450,2.27127
Neath Port Talbot,14,0.14656,0.56589,2.42835
Neath Port Talbot,15,0.13413,0.55741,2.59629
Neath Port Talbot,16,0.12275,0.54907,2.77585
Neath Port Talbot,17,0.11234,0.54085,2.96782
Neath Port Talbot,18,0.10282,0.53275,3.17306
Neath Port Talbot,19,0.09410,0.52477,3.39250
Neath Port Talbot,20,0.08613,0.51692,3.62712
Neath Port Talbot,21,0.07883,0.50918,3.87796
Newcastle upon Tyne,1,0.48679,0.82925,1.34882
Newcastle upon Tyne,2,0.48281,0.82714,1.35690
Newcastle upon Tyne,3,0.46196,0.80859,1.36880
Newcastle upon Tyne,4,0.43149,0.78277,1.39231
Newcastle upon Tyne,5,0.39692,0.75417,1.42456
Newcastle upon Tyne,6,0.36176,0.72506,1.46211
Newcastle upon Tyne,7,0.32795,0.69647,1.50274
Newcastle upon Tyne,8,0.29643,0.66883,1.54530
Newcastle upon Tyne,9,0.26753,0.64226,1.58930
Newcastle upon Tyne,10,0.24128,0.61677,1.63458
Newcastle upon Tyne,11,0.21755,0.59233,1.68110
Newcastle upon Tyne,12,0.19613,0.56887,1.72892
Newcastle upon Tyne,13,0.17682,0.54636,1.77807
Newcastle upon Tyne,14,0.15942,0.52474,1.82860
Newcastle upon Tyne,15,0.14373,0.50399,1.88056
Newcastle upon Tyne,16,0.12960,0.48405,1.93400
Newcastle upon Tyne,17,0.11685,0.46491,1.98895
Newcastle upon Tyne,18,0.10537,0.44652,2.04546
Newcastle upon Tyne,19,0.09501,0.42886,2.10358
Newcastle upon Tyne,20,0.08567,0.41190,2.16336
Newcastle upon Tyne,21,0.07725,0.39561,2.22483
Newham,1,0.75502,1.32130,2.03698
Newham,2,0.69989,1.23280,1.91609
Newham,3,0.64857,1.17150,1.87735
Newham,4,0.59678,1.12338,1.88752
Newham,5,0.54543,1.08167,1.92218
Newham,6,0.49599,1.04320,1.96774
Newham,7,0.44952,1.00660,2.01777
Newham,8,0.40657,0.97133,2.06974
Newham,9,0.36728,0.93722,2.12284
Newham,10,0.33157,0.90423,2.17697
Newham,11,0.29923,0.87233,2.23222
Newham,12,0.27001,0.84151,2.28872
Newham,13,0.24363,0.81177,2.34657
Newham,14,0.21982,0.78306,2.40585
Newham,15,0.19834,0.75536,2.46661
Newham,16,0.17897,0.72864,2.52890
Newham,17,0.16148,0.70287,2.59276
Newham,18,0.14571,0.67801,2.65823
Newham,19,0.13148,0.65402,2.72536
Newham,20,0.11863,0.63089,2.79419
Newham,21,0.10705,0.60857,2.86475
Newport,1,0.12877,0.23566,0.40833
Newport,2,0.13748,0.25310,0.44273
Newport,3,0.13717,0.25806,0.46691
Newport,4,0.13105,0.25566,0.48790
Newport,5,0.12187,0.24943,0.50845
Newport,6,0.11150,0.24152,0.52961
Newport,7,0.10105,0.23304,0.55172
Newport,8,0.09110,0.22456,0.57488
Newport,9,0.08189,0.21629,0.59910
Newport,10,0.07350,0.20831,0.62439
Newport,11,0.06594,0.20063,0.65077
Newport,12,0.05914,0.19326,0.67828
Newport,13,0.05303,0.18617,0.70695
Newport,14,0.04756,0.17934,0.73684
Newport,15,0.04266,0.17277,0.76798
Newport,16,0.03827,0.16645,0.80045
Newport,17,0.03432,0.16035,0.83429
Newport,18,0.03079,0.15448,0.86955
Newport,19,0.02762,0.14882,0.90631
Newport,20,0.02478,0.14337,0.94462
Newport,21,0.02222,0.13812,0.98455
Norfolk,1,0.72833,1.17511,1.81892
Norfolk,2,0.68342,1.10883,1.73013
Norfolk,3,0.64507,1.06917,1.71842
Norfolk,4,0.60344,1.03534,1.74169
Norfolk,5,0.55902,1.00183,1.77924
Norfolk,6,0.51401,0.96774,1.82188
Norfolk,7,0.47025,0.93344,1.86613
Norfolk,8,0.42887,0.89948,1.91098
Norfolk,9,0.39043,0.86626,1.95636
Norfolk,10,0.35508,0.83402,2.00242
Norfolk,11,0.32277,0.80286,2.04934
Norfolk,12,0.29334,0.77282,2.09725
Norfolk,13,0.26656,0.74389,2.14623
Norfolk,14,0.24223,0.71603,2.19633
Norfolk,15,0.22012,0.68922,2.24760
Norfolk,16,0.20002,0.66342,2.30007
Norfolk,17,0.18177,0.63858,2.35375
Norfolk,18,0.16518,0.61468,2.40870
Norfolk,19,0.15011,0.59166,2.46492
Norfolk,20,0.13641,0.56951,2.52246
Norfolk,21,0.12397,0.54819,2.58134
North Ayrshire,1,0.06322,0.11091,0.18509
North Ayrshire,2,0.05514,0.09738,0.16417
North Ayrshire,3,0.04795,0.08704,0.15282
North Ayrshire,4,0.04196,0.07980,0.14940
North Ayrshire,5,0.03700,0.07465,0.15061
North Ayrshire,6,0.03284,0.07073,0.15412
North Ayrshire,7,0.02928,0.06748,0.15864
North Ayrshire,8,0.02619,0.06461,0.16360
North Ayrshire,9,0.02347,0.06195,0.16876
North Ayrshire,10,0.02105,0.05944,0.17406
North Ayrshire,11,0.01889,0.05703,0.17949
North Ayrshire,12,0.01696,0.05472,0.18507
North Ayrshire,13,0.01523,0.05249,0.19080
North Ayrshire,14,0.01368,0.05036,0.19670
North Ayrshire,15,0.01228,0.04831,0.20278
North Ayrshire,16,0.01103,0.04634,0.20905
North Ayrshire,17,0.00990,0.04445,0.21552
North Ayrshire,18,0.00889,0.04264,0.22218
North Ayrshire,19,0.00798,0.04091,0.22905
North Ayrshire,20,0.00717,0.03924,0.23613
North Ayrshire,21,0.00644,0.03764,0.24343
North East Lincolnshire,1,0.23045,0.42460,0.75404
North East Lincolnshire,2,0.21775,0.40418,0.72678
North East Lincolnshire,3,0.19983,0.38190,0.71972
North East Lincolnshire,4,0.18131,0.36388,0.73749
North East Lincolnshire,5,0.16385,0.35000,0.77208
North East Lincolnshire,6,0.14796,0.33895,0.81657
North East Lincolnshire,7,0.13366,0.32959,0.86700
North East Lincolnshire,8,0.12084,0.32118,0.92160
North East Lincolnshire,9,0.10931,0.31329,0.97981
North East Lincolnshire,10,0.09894,0.30573,1.04160
North East Lincolnshire,11,0.08959,0.29839,1.10717
North East Lincolnshire,12,0.08114,0.29123,1.17680
North East Lincolnshire,13,0.07349,0.28424,1.25076
North East Lincolnshire,14,0.06657,0.27741,1.32935
North East Lincolnshire,15,0.06031,0.27075,1.41287
North East Lincolnshire,16,0.05463,0.26424,1.50164
North East Lincolnshire,17,0.04949,0.25789,1.59598
North East Lincolnshire,18,0.04484,0.25168,1.69625
North East Lincolnshire,19,0.04062,0.24563,1.80282
North East Lincolnshire,20,0.03680,0.23972,1.91608
North East Lincolnshire,21,0.03333,0.23396,2.03646
North Lanarkshire,1,0.28317,0.47126,0.73978
North Lanarkshire,2,0.24855,0.41603,0.65841
North Lanarkshire,3,0.21733,0.37247,0.60891
North Lanarkshire,4,0.19091,0.34063,0.58660
North Lanarkshire,5,0.16871,0.31689,0.58049
North Lanarkshire,6,0.14986,0.29810,0.58251
North Lanarkshire,7,0.13363,0.28219,0.58808
North Lanarkshire,8,0.11945,0.26798,0.59499
North Lanarkshire,9,0.10695,0.25484,0.60229
North Lanarkshire,10,0.09584,0.24249,0.60967
North Lanarkshire,11,0.08593,0.23077,0.61705
North Lanarkshire,12,0.07706,0.21961,0.62444
North Lanarkshire,13,0.06911,0.20899,0.63187
North Lanarkshire,14,0.06199,0.19887,0.63936
North Lanarkshire,15,0.05560,0.18923,0.64692
North Lanarkshire,16,0.04987,0.18005,0.65457
North Lanarkshire,17,0.04473,0.17132,0.66230
North Lanarkshire,18,0.04012,0.16301,0.67013
North Lanarkshire,19,0.03598,0.15510,0.67804
North Lanarkshire,20,0.03227,0.14758,0.68606
North Lanarkshire,21,0.02894,0.14042,0.69416
North Lincolnshire,1,0.38984,0.68570,1.15058
North Lincolnshire,2,0.39301,0.69577,1.17933
North Lincolnshire,3,0.38373,0.69589,1.22308
North Lincolnshire,4,0.36461,0.68777,1.27823
North Lincolnshire,5,0.34009,0.67480,1.34091
North Lincolnshire,6,0.31358,0.65947,1.40881
North Lincolnshire,7,0.28718,0.64327,1.48087
North Lincolnshire,8,0.26201,0.62696,1.55677
North Lincolnshire,9,0.23858,0.61088,1.63652
North Lincolnshire,10,0.21704,0.59518,1.72030
North Lincolnshire,11,0.19736,0.57988,1.80833
North Lincolnshire,12,0.17945,0.56500,1.90083
North Lincolnshire,13,0.16315,0.55051,1.99805
North Lincolnshire,14,0.14835,0.53640,2.10023
North Lincolnshire,15,0.13489,0.52266,2.20764
North Lincolnshire,16,0.12266,0.50927,2.32055
North Lincolnshire,17,0.11153,0.49622,2.43922
North Lincolnshire,18,0.10142,0.48352,2.56397
North Lincolnshire,19,0.09223,0.47113,2.69510
North Lincolnshire,20,0.08387,0.45907,2.83293
North Lincolnshire,21,0.07627,0.44731,2.97781
North Somerset,1,0.22674,0.40343,0.67969
North Somerset,2,0.23703,0.42411,0.72079
North Somerset,3,0.23804,0.43469,0.76182
North Somerset,4,0.22964,0.43359,0.79714
North Somerset,5,0.21527,0.42462,0.82813
North Somerset,6,0.19805,0.41137,0.85694
North Somerset,7,0.18009,0.39623,0.88512
North Somerset,8,0.16264,0.38056,0.91355
North Somerset,9,0.14630,0.36506,0.94267
North Somerset,10,0.13132,0.35002,0.97266
North Somerset,11,0.11775,0.33555,1.00362
North Somerset,12,0.10554,0.32169,1.03558
North Somerset,13,0.09457,0.30841,1.06857
North Somerset,14,0.08475,0.29569,1.10262
North Somerset,15,0.07594,0.28350,1.13776
North Somerset,16,0.06805,0.27182,1.17403
North Somerset,17,0.06099,0.26062,1.21145
North Somerset,18,0.05466,0.24989,1.25006
North Somerset,19,0.04898,0.23960,1.28991
North Somerset,20,0.04390,0.22973,1.33102
North Somerset,21,0.03935,0.22027,1.37345
North Tyneside,1,0.20093,0.35860,0.59607
North Tyneside,2,0.19575,0.35150,0.58960
North Tyneside,3,0.18495,0.33994,0.58980
North Tyneside,4,0.17114,0.32705,0.59839
North Tyneside,5,0.15626,0.31402,0.61253
North Tyneside,6,0.14149,0.30128,0.62978
North Tyneside,7,0.12750,0.28902,0.64871
North Tyneside,8,0.11458,0.27727,0.66861
North Tyneside,9,0.10282,0.26601,0.68922
North Tyneside,10,0.09220,0.25522,0.71044
North Tyneside,11,0.08266,0.24489,0.73229
North Tyneside,12,0.07409,0.23497,0.75478
North Tyneside,13,0.06642,0.22547,0.77795
North Tyneside,14,0.05954,0.21634,0.80182
North Tyneside,15,0.05337,0.20759,0.82641
North Tyneside,16,0.04784,0.19919,0.85176
North Tyneside,17,0.04289,0.19114,0.87789
North Tyneside,18,0.03845,0.18340,0.90481
North Tyneside,19,0.03447,0.17598,0.93257
North Tyneside,20,0.03090,0.16887,0.96117
North Tyneside,21,0.02771,0.16203,0.99065
North Yorkshire,1,1.23053,1.89428,2.79300
North Yorkshire,2,1.17714,1.82029,2.70030
North Yorkshire,3,1.11736,1.75782,2.66738
North Yorkshire,4,1.04436,1.69013,2.65798
North Yorkshire,5,0.96355,1.61698,2.65648
North Yorkshire,6,0.88092,1.54130,2.65670
North Yorkshire,7,0.80065,1.46576,2.65662
North Yorkshire,8,0.72511,1.39209,2.65587
North Yorkshire,9,0.65536,1.32123,2.65457
North Yorkshire,10,0.59168,1.25358,2.65291
North Yorkshire,11,0.53390,1.18923,2.65106
North Yorkshire,12,0.48164,1.12814,2.64912
North Yorkshire,13,0.43447,1.07018,2.64713
North Yorkshire,14,0.39191,1.01520,2.64514
North Yorkshire,15,0.35352,0.96305,2.64313
North Yorkshire,16,0.31890,0.91359,2.64113
North Yorkshire,17,0.28767,0.86667,2.63914
North Yorkshire,18,0.25951,0.82216,2.63714
North Yorkshire,19,0.23410,0.77994,2.63515
North Yorkshire,20,0.21119,0.73989,2.63315
North Yorkshire,21,0.19051,0.70190,2.63116
Northamptonshire,1,11.21434,15.29144,21.06032
Northamptonshire,2,11.55184,15.83816,21.98190
Northamptonshire,3,11.62462,16.25622,23.18129
Northamptonshire,4,11.52767,16.62863,24.69447
Northamptonshire,5,11.34043,16.99035,26.45291
Northamptonshire,6,11.11239,17.35541,28.40421
Northamptonshire,7,10.87005,17.72862,30.52443
Northamptonshire,8,10.62604,18.11115,32.80938
Northamptonshire,9,10.38562,18.50302,35.26544
Northamptonshire,10,10.15058,18.90406,37.90402
Northamptonshire,11,9.92129,19.31416,40.73886
Northamptonshire,12,9.69760,19.73332,43.78501
Northamptonshire,13,9.47924,20.16164,47.05860
Northamptonshire,14,9.26597,20.59928,50.57678
Northamptonshire,15,9.05759,21.04643,54.35794
Northamptonshire,16,8.85395,21.50329,58.42177
Northamptonshire,17,8.65490,21.97005,62.78941
Northamptonshire,18,8.46034,22.44695,67.48358
Northamptonshire,19,8.27015,22.93421,72.52869
Northamptonshire,20,8.08424,23.43203,77.95098
Northamptonshire,21,7.90250,23.94067,83.77865
Northumberland,1,0.70344,1.16576,1.86825
Northumberland,2,0.67350,1.12320,1.81723
Northumberland,3,0.62910,1.07508,1.80233
Northumberland,4,0.58091,1.03368,1.83161
Northumberland,5,0.53352,0.99931,1.89042
Northumberland,6,0.48886,0.96990,1.96604
Northumberland,7,0.44756,0.94359,2.05102
Northumberland,8,0.40967,0.91914,2.14181
Northumberland,9,0.37502,0.89585,2.23707
Northumberland,10,0.34335,0.87336,2.33647
Northumberland,11,0.31439,0.85150,2.44010
Northumberland,12,0.28791,0.83021,2.54819
Northumberland,13,0.26367,0.80944,2.66099
Northumberland,14,0.24148,0.78919,2.77874
Northumberland,15,0.22117,0.76943,2.90168
Northumberland,16,0.20257,0.75017,3.03005
Northumberland,17,0.18553,0.73138,3.16410
Northumberland,18,0.16993,0.71307,3.30408
Northumberland,19,0.15564,0.69521,3.45025
Northumberland,20,0.14255,0.67780,3.60289
Northumberland,21,0.13057,0.66082,3.76228
Nottingham,1,1.37948,2.12527,3.22848
Nottingham,2,1.31641,2.03910,3.12232
Nottingham,3,1.23750,1.95718,3.08728
Nottingham,4,1.15217,1.88563,3.11553
Nottingham,5,1.06653,1.82254,3.18210
Nottingham,6,0.98407,1.76521,3.26877
Nottingham,7,0.90643,1.71167,3.36545
Nottingham,8,0.83424,1.66070,3.46748
Nottingham,9,0.76753,1.61166,3.57303
Nottingham,10,0.70607,1.56422,3.68162
Nottingham,11,0.64952,1.51822,3.79324
Nottingham,12,0.59751,1.47356,3.90805
Nottingham,13,0.54968,1.43021,4.02622
Nottingham,14,0.50569,1.38813,4.14790
Nottingham,15,0.46523,1.34728,4.27324
Nottingham,16,0.42801,1.30762,4.40235
Nottingham,17,0.39378,1.26913,4.53537
Nottingham,18,0.36228,1.23178,4.67240
Nottingham,19,0.33330,1.19552,4.81357
Nottingham,20,0.30664,1.16033,4.95900
Nottingham,21,0.28211,1.12617,5.10884
Nottinghamshire,1,1.97660,3.00597,4.37599
Nottinghamshire,2,1.78675,2.72946,3.99714
Nottinghamshire,3,1.60915,2.50277,3.75142
Nottinghamshire,4,1.44711,2.32000,3.61030
Nottinghamshire,5,1.30080,2.16792,3.53073
Nottinghamshire,6,1.16923,2.03598,3.48233
Nottinghamshire,7,1.05108,1.91742,3.44789
Nottinghamshire,8,0.94500,1.80831,3.41886
Nottinghamshire,9,0.84973,1.70649,3.39154
Nottinghamshire,10,0.76412,1.61080,3.36456
Nottinghamshire,11,0.68719,1.52057,3.33755
Nottinghamshire,12,0.61802,1.43540,3.31050
Nottinghamshire,13,0.55583,1.35497,3.28348
Nottinghamshire,14,0.49990,1.27901,3.25658
Nottinghamshire,15,0.44960,1.20729,3.22983
Nottinghamshire,16,0.40436,1.13958,3.20328
Nottinghamshire,17,0.36368,1.07566,3.17694
Nottinghamshire,18,0.32709,1.01532,3.15081
Nottinghamshire,19,0.29418,0.95836,3.12489
Nottinghamshire,20,0.26458,0.90460,3.09919
Nottinghamshire,21,0.23796,0.85386,3.07369
Oldham,1,4.35366,6.14645,8.53663
