area,day,C_lower,C_median,C_upper
Aberdeen City,1,0.16779,0.28883,0.47541
Aberdeen City,2,0.15518,0.26889,0.44707
Aberdeen City,3,0.14313,0.25444,0.43932
Aberdeen City,4,0.13132,0.24348,0.44557
Aberdeen City,5,0.11995,0.23453,0.45943
Aberdeen City,6,0.10925,0.22669,0.47703
Aberdeen City,7,0.09932,0.21945,0.49648
Aberdeen City,8,0.09019,0.21258,0.51700
Aberdeen City,9,0.08185,0.20597,0.53833
Aberdeen City,10,0.07427,0.19957,0.56046
Aberdeen City,11,0.06738,0.19336,0.58343
Aberdeen City,12,0.06112,0.18734,0.60730
Aberdeen City,13,0.05545,0.18150,0.63213
Aberdeen City,14,0.05030,0.17584,0.65795
Aberdeen City,15,0.04563,0.17036,0.68483
Aberdeen City,16,0.04140,0.16504,0.71281
Aberdeen City,17,0.03755,0.15989,0.74193
Aberdeen City,18,0.03407,0.15491,0.77224
Aberdeen City,19,0.03091,0.15007,0.80379
Aberdeen City,20,0.02804,0.14539,0.83662
Aberdeen City,21,0.02544,0.14086,0.87080
Aberdeenshire,1,0.19166,0.32993,0.54307
Aberdeenshire,2,0.17726,0.30716,0.51068
Aberdeenshire,3,0.16350,0.29065,0.50184
Aberdeenshire,4,0.15000,0.27813,0.50897
Aberdeenshire,5,0.13702,0.26790,0.52480
Aberdeenshire,6,0.12480,0.25894,0.54491
Aberdeenshire,7,0.11345,0.25068,0.56713
Aberdeenshire,8,0.10302,0.24283,0.59057
Aberdeenshire,9,0.09350,0.23528,0.61494
Aberdeenshire,10,0.08484,0.22797,0.64022
Aberdeenshire,11,0.07696,0.22088,0.66646
Aberdeenshire,12,0.06982,0.21400,0.69372
Aberdeenshire,13,0.06334,0.20733,0.72208
Aberdeenshire,14,0.05746,0.20087,0.75158
Aberdeenshire,15,0.05212,0.19460,0.78229
Aberdeenshire,16,0.04729,0.18853,0.81424
Aberdeenshire,17,0.04290,0.18265,0.84751
Aberdeenshire,18,0.03892,0.17695,0.88213
Aberdeenshire,19,0.03530,0.17143,0.91817
Aberdeenshire,20,0.03203,0.16608,0.95567
Aberdeenshire,21,0.02906,0.16090,0.99471
Angus,1,0.06685,0.11933,0.19938
Angus,2,0.05960,0.10711,0.18082
Angus,3,0.05260,0.09721,0.17090
Angus,4,0.04649,0.09006,0.16876
Angus,5,0.04125,0.08485,0.17131
Angus,6,0.03675,0.08083,0.17625
Angus,7,0.03286,0.07747,0.18232
Angus,8,0.02945,0.07447,0.18892
Angus,9,0.02643,0.07169,0.19581
Angus,10,0.02374,0.06904,0.20293
Angus,11,0.02134,0.06650,0.21027
Angus,12,0.01919,0.06405,0.21785
Angus,13,0.01725,0.06169,0.22570
Angus,14,0.01551,0.05942,0.23382
Angus,15,0.01395,0.05722,0.24223
Angus,16,0.01254,0.05511,0.25093
Angus,17,0.01128,0.05307,0.25996
Angus,18,0.01014,0.05111,0.26930
Angus,19,0.00912,0.04922,0.27899
Angus,20,0.00820,0.04740,0.28902
Angus,21,0.00737,0.04565,0.29941
Ayrshire and Arran,1,0.17329,0.30404,0.50738
Ayrshire and Arran,2,0.15114,0.26694,0.45005
Ayrshire and Arran,3,0.13145,0.23859,0.41892
Ayrshire and Arran,4,0.11503,0.21874,0.40954
Ayrshire and Arran,5,0.10143,0.20462,0.41286
Ayrshire and Arran,6,0.09001,0.19388,0.42247
Ayrshire and Arran,7,0.08026,0.18499,0.43489
Ayrshire and Arran,8,0.07178,0.17712,0.44848
Ayrshire and Arran,9,0.06432,0.16984,0.46263
Ayrshire and Arran,10,0.05770,0.16293,0.47715
Ayrshire and Arran,11,0.05179,0.15633,0.49203
Ayrshire and Arran,12,0.04650,0.14999,0.50732
Ayrshire and Arran,13,0.04175,0.14390,0.52303
Ayrshire and Arran,14,0.03749,0.13805,0.53921
Ayrshire and Arran,15,0.03367,0.13243,0.55589
Ayrshire and Arran,16,0.03023,0.12704,0.57308
Ayrshire and Arran,17,0.02715,0.12186,0.59079
Ayrshire and Arran,18,0.02438,0.11690,0.60906
Ayrshire and Arran,19,0.02189,0.11213,0.62789
Ayrshire and Arran,20,0.01965,0.10756,0.64730
Ayrshire and Arran,21,0.01765,0.10318,0.66731
Barking and Dagenham,1,0.32272,0.56350,0.88657
Barking and Dagenham,2,0.34326,0.60265,0.95508
Barking and Dagenham,3,0.35610,0.63722,1.03520
Barking and Dagenham,4,0.35243,0.65023,1.09735
Barking and Dagenham,5,0.33636,0.64588,1.14298
Barking and Dagenham,6,0.31329,0.63100,1.17854
Barking and Dagenham,7,0.28736,0.61079,1.20919
Barking and Dagenham,8,0.26114,0.58842,1.23799
Barking and Dagenham,9,0.23604,0.56561,1.26650
Barking and Dagenham,10,0.21273,0.54319,1.29538
Barking and Dagenham,11,0.19144,0.52150,1.32491
Barking and Dagenham,12,0.17215,0.50065,1.35516
Barking and Dagenham,13,0.15476,0.48064,1.38615
Barking and Dagenham,14,0.13912,0.46146,1.41787
Barking and Dagenham,15,0.12506,0.44306,1.45034
Barking and Dagenham,16,0.11243,0.42540,1.48356
Barking and Dagenham,17,0.10107,0.40845,1.51755
Barking and Dagenham,18,0.09087,0.39218,1.55231
Barking and Dagenham,19,0.08170,0.37657,1.58787
Barking and Dagenham,20,0.07345,0.36157,1.62425
Barking and Dagenham,21,0.06604,0.34717,1.66146
Barnet,1,0.95272,1.55553,2.37082
Barnet,2,0.94284,1.55024,2.38510
Barnet,3,0.91179,1.53901,2.44970
Barnet,4,0.86842,1.52912,2.56290
Barnet,5,0.81966,1.52148,2.70868
Barnet,6,0.76980,1.51553,2.87539
Barnet,7,0.72114,1.51057,3.05708
Barnet,8,0.67477,1.50613,3.25149
Barnet,9,0.63108,1.50193,3.45830
Barnet,10,0.59013,1.49784,3.67802
Barnet,11,0.55183,1.49378,3.91147
Barnet,12,0.51603,1.48974,4.15961
Barnet,13,0.48258,1.48570,4.42343
Barnet,14,0.45131,1.48168,4.70394
Barnet,15,0.42208,1.47766,5.00224
Barnet,16,0.39474,1.47365,5.31944
Barnet,17,0.36918,1.46965,5.65676
Barnet,18,0.34527,1.46566,6.01547
Barnet,19,0.32292,1.46169,6.39693
Barnet,20,0.30201,1.45772,6.80258
Barnet,21,0.28245,1.45376,7.23395
Barnsley,1,3.41683,4.86149,6.88346
Barnsley,2,3.15393,4.50465,6.41232
Barnsley,3,2.89285,4.19460,6.09536
Barnsley,4,2.64090,3.92721,5.89933
Barnsley,5,2.40331,3.69120,5.77435
Barnsley,6,2.18282,3.47761,5.68549
Barnsley,7,1.98032,3.28061,5.61304
Barnsley,8,1.79550,3.09676,5.54726
Barnsley,9,1.62742,2.92403,5.48390
Barnsley,10,1.47487,2.76123,5.42140
Barnsley,11,1.33655,2.60755,5.35933
Barnsley,12,1.21119,2.46242,5.29767
Barnsley,13,1.09759,2.32533,5.23650
Barnsley,14,0.99465,2.19585,5.17592
Barnsley,15,0.90138,2.07356,5.11597
Barnsley,16,0.81686,1.95807,5.05668
Barnsley,17,0.74026,1.84901,4.99807
Barnsley,18,0.67086,1.74602,4.94013
Barnsley,19,0.60796,1.64877,4.88285
Barnsley,20,0.55096,1.55693,4.82625
Barnsley,21,0.49930,1.47020,4.77030
Bath and North East Somerset,1,0.00994,0.01808,0.03226
Bath and North East Somerset,2,0.03167,0.05771,0.10337
Bath and North East Somerset,3,0.04801,0.08813,0.15991
Bath and North East Somerset,4,0.05628,0.10506,0.19609
Bath and North East Somerset,5,0.05854,0.11239,0.21953
Bath and North East Somerset,6,0.05716,0.11419,0.23703
Bath and North East Somerset,7,0.05389,0.11320,0.25260
Bath and North East Somerset,8,0.04983,0.11098,0.26818
Bath and North East Somerset,9,0.04559,0.10831,0.28457
Bath and North East Somerset,10,0.04148,0.10555,0.30204
Bath and North East Somerset,11,0.03764,0.10282,0.32070
Bath and North East Somerset,12,0.03412,0.10018,0.34059
Bath and North East Somerset,13,0.03091,0.09762,0.36175
Bath and North East Somerset,14,0.02800,0.09515,0.38425
Bath and North East Somerset,15,0.02537,0.09274,0.40815
Bath and North East Somerset,16,0.02299,0.09041,0.43354
Bath and North East Somerset,17,0.02084,0.08813,0.46051
Bath and North East Somerset,18,0.01888,0.08591,0.48916
Bath and North East Somerset,19,0.01712,0.08375,0.51959
Bath and North East Somerset,20,0.01551,0.08165,0.55192
Bath and North East Somerset,21,0.01406,0.07959,0.58625
Bedford,1,1.99725,2.98081,4.36419
Bedford,2,1.79656,2.69369,3.96932
Bedford,3,1.61055,2.46000,3.71788
Bedford,4,1.44641,2.27936,3.58773
Bedford,5,1.30268,2.13598,3.53034
Bedford,6,1.17617,2.01609,3.50999
Bedford,7,1.06388,1.91066,3.50608
Bedford,8,0.96346,1.81446,3.50837
Bedford,9,0.87317,1.72471,3.51242
Bedford,10,0.79166,1.63997,3.51660
Bedford,11,0.71793,1.55956,3.52048
Bedford,12,0.65113,1.48309,3.52405
Bedford,13,0.59058,1.41033,3.52740
Bedford,14,0.53566,1.34110,3.53062
Bedford,15,0.48586,1.27524,3.53378
Bedford,16,0.44068,1.21259,3.53692
Bedford,17,0.39970,1.15301,3.54005
Bedford,18,0.36253,1.09636,3.54317
Bedford,19,0.32882,1.04248,3.54630
Bedford,20,0.29824,0.99125,3.54943
Bedford,21,0.27051,0.94254,3.55256
Bexley,1,0.96531,1.51808,2.36705
Bexley,2,1.10633,1.75025,2.75398
Bexley,3,1.19508,1.92935,3.12833
Bexley,4,1.22056,2.03522,3.45423
Bexley,5,1.20265,2.09114,3.75403
Bexley,6,1.16057,2.11955,4.05098
Bexley,7,1.10732,2.13486,4.35989
Bexley,8,1.05042,2.14477,4.68880
Bexley,9,0.99374,2.15287,5.04197
Bexley,10,0.93907,2.16061,5.42204
Bexley,11,0.88707,2.16847,5.83115
Bexley,12,0.83791,2.17653,6.27137
Bexley,13,0.79151,2.18476,6.74496
Bexley,14,0.74773,2.19311,7.25438
Bexley,15,0.70641,2.20154,7.80229
Bexley,16,0.66741,2.21002,8.39159
Bexley,17,0.63057,2.21854,9.02540
Bexley,18,0.59578,2.22711,9.70709
Bexley,19,0.56291,2.23570,10.44026
Bexley,20,0.53185,2.24433,11.22880
Bexley,21,0.50251,2.25300,12.07690
Birmingham,1,6.74005,9.23686,12.67000
Birmingham,2,6.54024,9.00613,12.43481
Birmingham,3,6.30418,8.83872,12.50050
Birmingham,4,6.04152,8.71772,12.79179
Birmingham,5,5.76803,8.62360,13.21415
Birmingham,6,5.49508,8.54314,13.70671
Birmingham,7,5.22921,8.46900,14.23847
Birmingham,8,4.97360,8.39757,14.79635
Birmingham,9,4.72946,8.32733,15.37618
Birmingham,10,4.49700,8.25769,15.97758
Birmingham,11,4.27593,8.18853,16.60144
Birmingham,12,4.06576,8.11983,17.24899
Birmingham,13,3.86598,8.05163,17.92143
Birmingham,14,3.67605,7.98396,18.61993
Birmingham,15,3.49549,7.91683,19.34558
Birmingham,16,3.32380,7.85026,20.09948
Birmingham,17,3.16056,7.78423,20.88277
Birmingham,18,3.00534,7.71877,21.69657
Birmingham,19,2.85774,7.65385,22.54209
Birmingham,20,2.71739,7.58948,23.42057
Birmingham,21,2.58394,7.52565,24.33328
Blackburn with Darwen,1,6.55833,8.93379,12.46798
Blackburn with Darwen,2,6.82817,9.35665,13.17291
Blackburn with Darwen,3,6.97393,9.75966,14.16163
Blackburn with Darwen,4,7.01739,10.14523,15.39042
Blackburn with Darwen,5,6.99984,10.52597,16.80659
Blackburn with Darwen,6,6.95136,10.91143,18.38387
Blackburn with Darwen,7,6.88929,11.30715,20.11746
Blackburn with Darwen,8,6.82238,11.71599,22.01491
Blackburn with Darwen,9,6.75446,12.13942,24.08990
Blackburn with Darwen,10,6.68701,12.57826,26.35919
Blackburn with Darwen,11,6.62044,13.03309,28.84148
Blackburn with Darwen,12,6.55477,13.50446,31.55718
Blackburn with Darwen,13,6.48994,13.99294,34.52844
Blackburn with Darwen,14,6.42585,14.49912,37.77940
Blackburn with Darwen,15,6.36246,15.02362,41.33645
Blackburn with Darwen,16,6.29972,15.56710,45.22840
Blackburn with Darwen,17,6.23762,16.13024,49.48679
Blackburn with Darwen,18,6.17613,16.71376,54.14613
Blackburn with Darwen,19,6.11524,17.31838,59.24416
Blackburn with Darwen,20,6.05496,17.94487,64.82219
Blackburn with Darwen,21,5.99527,18.59403,70.92540
Blackpool,1,0.83599,1.32233,2.06928
Blackpool,2,0.79031,1.25730,1.98491
Blackpool,3,0.74422,1.21041,1.97428
Blackpool,4,0.69517,1.17201,2.01013
Blackpool,5,0.64502,1.13768,2.07042
Blackpool,6,0.59574,1.10539,2.14253
Blackpool,7,0.54868,1.07429,2.22047
Blackpool,8,0.50451,1.04407,2.30190
Blackpool,9,0.46349,1.01463,2.38612
Blackpool,10,0.42563,0.98596,2.47310
Blackpool,11,0.39079,0.95806,2.56301
Blackpool,12,0.35878,0.93092,2.65605
Blackpool,13,0.32938,0.90454,2.75240
Blackpool,14,0.30240,0.87889,2.85221
Blackpool,15,0.27763,0.85397,2.95563
Blackpool,16,0.25489,0.82976,3.06279
Blackpool,17,0.23402,0.80623,3.17384
Blackpool,18,0.21486,0.78337,3.28891
Blackpool,19,0.19726,0.76116,3.40816
Blackpool,20,0.18111,0.73958,3.53173
Blackpool,21,0.16628,0.71861,3.65978
Blaenau Gwent,1,0.28265,0.49604,0.84859
Blaenau Gwent,2,0.26919,0.47528,0.82118
Blaenau Gwent,3,0.25399,0.45893,0.82247
Blaenau Gwent,4,0.23597,0.44285,0.83984
Blaenau Gwent,5,0.21645,0.42642,0.86514
Blaenau Gwent,6,0.19679,0.40985,0.89411
Blaenau Gwent,7,0.17789,0.39343,0.92488
Blaenau Gwent,8,0.16026,0.37740,0.95678
Blaenau Gwent,9,0.14408,0.36188,0.98964
Blaenau Gwent,10,0.12940,0.34695,1.02351
Blaenau Gwent,11,0.11615,0.33260,1.05844
Blaenau Gwent,12,0.10424,0.31884,1.09452
Blaenau Gwent,13,0.09354,0.30564,1.13181
Blaenau Gwent,14,0.08393,0.29299,1.17036
Blaenau Gwent,15,0.07532,0.28087,1.21022
Blaenau Gwent,16,0.06759,0.26925,1.25143
Blaenau Gwent,17,0.06065,0.25811,1.29405
Blaenau Gwent,18,0.05443,0.24743,1.33812
Blaenau Gwent,19,0.04884,0.23719,1.38369
Blaenau Gwent,20,0.04383,0.22738,1.43081
Blaenau Gwent,21,0.03934,0.21797,1.47953
Bolton,1,5.75833,8.05598,11.21439
Bolton,2,5.63081,7.91878,11.10223
Bolton,3,5.43076,7.78842,11.20782
Bolton,4,5.20163,7.69756,11.52785
Bolton,5,4.96582,7.63831,11.98685
Bolton,6,4.73404,7.59816,12.52713
Bolton,7,4.51080,7.56791,13.11697
Bolton,8,4.29759,7.54220,13.74232
Bolton,9,4.09456,7.51831,14.39859
Bolton,10,3.90136,7.49503,15.08541
Bolton,11,3.71747,7.47191,15.80405
Bolton,12,3.54238,7.44880,16.55629
Bolton,13,3.37562,7.42568,17.34398
Bolton,14,3.21676,7.40259,18.16897
Bolton,15,3.06539,7.37954,19.03313
Bolton,16,2.92116,7.35654,19.93836
Bolton,17,2.78371,7.33360,20.88665
Bolton,18,2.65274,7.31073,21.88003
Bolton,19,2.52792,7.28793,22.92067
Bolton,20,2.40898,7.26520,24.01079
Bolton,21,2.29564,7.24255,25.15277
Borders,1,0.00261,0.00484,0.00869
Borders,2,0.00193,0.00361,0.00659
Borders,3,0.00148,0.00289,0.00565
Borders,4,0.00119,0.00251,0.00545
Borders,5,0.00100,0.00231,0.00562
Borders,6,0.00087,0.00220,0.00594
Borders,7,0.00077,0.00213,0.00632
Borders,8,0.00069,0.00207,0.00673
Borders,9,0.00062,0.00202,0.00715
Borders,10,0.00056,0.00197,0.00760
Borders,11,0.00051,0.00192,0.00807
Borders,12,0.00046,0.00187,0.00856
Borders,13,0.00041,0.00182,0.00909
Borders,14,0.00037,0.00177,0.00964
Borders,15,0.00034,0.00172,0.01023
Borders,16,0.00031,0.00168,0.01086
Borders,17,0.00028,0.00163,0.01152
Borders,18,0.00025,0.00159,0.01223
Borders,19,0.00023,0.00155,0.01298
Borders,20,0.00020,0.00151,0.01377
Borders,21,0.00018,0.00147,0.01462
"Bournemouth, Christchurch and Poole",1,0.32184,0.56215,0.94726
"Bournemouth, Christchurch and Poole",2,0.32029,0.56298,0.95819
"Bournemouth, Christchurch and Poole",3,0.30586,0.55062,0.97224
"Bournemouth, Christchurch and Poole",4,0.28522,0.53435,0.99938
"Bournemouth, Christchurch and Poole",5,0.26237,0.51748,1.03700
"Bournemouth, Christchurch and Poole",6,0.23953,0.50110,1.08146
"Bournemouth, Christchurch and Poole",7,0.21780,0.48546,1.13030
"Bournemouth, Christchurch and Poole",8,0.19766,0.47052,1.18230
"Bournemouth, Christchurch and Poole",9,0.17922,0.45619,1.23696
"Bournemouth, Christchurch and Poole",10,0.16245,0.44240,1.29417
"Bournemouth, Christchurch and Poole",11,0.14724,0.42906,1.35398
"Bournemouth, Christchurch and Poole",12,0.13346,0.41615,1.41652
"Bournemouth, Christchurch and Poole",13,0.12097,0.40364,1.48192
"Bournemouth, Christchurch and Poole",14,0.10967,0.39151,1.55032
"Bournemouth, Christchurch and Poole",15,0.09942,0.37974,1.62187
"Bournemouth, Christchurch and Poole",16,0.09013,0.36833,1.69672
"Bournemouth, Christchurch and Poole",17,0.08171,0.35726,1.77503
"Bournemouth, Christchurch and Poole",18,0.07408,0.34652,1.85695
"Bournemouth, Christchurch and Poole",19,0.06717,0.33611,1.94265
"Bournemouth, Christchurch and Poole",20,0.06090,0.32601,2.03230
"Bournemouth, Christchurch and Poole",21,0.05521,0.31621,2.12609
Bracknell Forest,1,0.19127,0.34149,0.58413
Bracknell Forest,2,0.25057,0.44971,0.77571
Bracknell Forest,3,0.28704,0.52409,0.92869
Bracknell Forest,4,0.29862,0.56117,1.03831
Bracknell Forest,5,0.29319,0.57332,1.12261
Bracknell Forest,6,0.27821,0.57163,1.19646
Bracknell Forest,7,0.25885,0.56323,1.26846
Bracknell Forest,8,0.23820,0.55204,1.34276
Bracknell Forest,9,0.21790,0.53997,1.42112
Bracknell Forest,10,0.19874,0.52783,1.50426
Bracknell Forest,11,0.18102,0.51593,1.59250
Bracknell Forest,12,0.16479,0.50435,1.68608
Bracknell Forest,13,0.15000,0.49308,1.78524
Bracknell Forest,14,0.13653,0.48211,1.89027
Bracknell Forest,15,0.12429,0.47141,2.00150
Bracknell Forest,16,0.11315,0.46095,2.11929
Bracknell Forest,17,0.10301,0.45074,2.24400
Bracknell Forest,18,0.09379,0.44075,2.37605
Bracknell Forest,19,0.08539,0.43099,2.51587
Bracknell Forest,20,0.07775,0.42145,2.66392
Bracknell Forest,21,0.07079,0.41211,2.82069
Bradford,1,20.20800,26.65033,35.82735
Bradford,2,20.09306,26.60532,35.97092
Bradford,3,19.69340,26.46665,36.53027
Bradford,4,19.05487,26.22572,37.37207
Bradford,5,18.28147,25.91899,38.37444
Bradford,6,17.45335,25.57836,39.46474
Bradford,7,16.61937,25.22396,40.60751
Bradford,8,15.80534,24.86661,41.78841
Bradford,9,15.02304,24.51146,43.00316
Bradford,10,14.27669,24.16062,44.25161
Bradford,11,13.56684,23.81479,45.53497
Bradford,12,12.89244,23.47409,46.85472
Bradford,13,12.25188,23.13844,48.21227
Bradford,14,11.64340,22.80771,49.60896
Bradford,15,11.06532,22.48177,51.04602
Bradford,16,10.51604,22.16053,52.52468
Bradford,17,9.99409,21.84389,54.04617
Bradford,18,9.49807,21.53178,55.61173
Bradford,19,9.02669,21.22414,57.22264
Bradford,20,8.57870,20.92090,58.88021
Bradford,21,8.15295,20.62198,60.58581
Brent,1,1.35942,2.10263,3.15658
Brent,2,1.44316,2.24556,3.39970
Brent,3,1.46069,2.32247,3.62162
Brent,4,1.43134,2.35661,3.84542
Brent,5,1.37576,2.36776,4.08006
Brent,6,1.30824,2.36814,4.32907
Brent,7,1.23713,2.36414,4.59393
Brent,8,1.16678,2.35870,4.87554
Brent,9,1.09917,2.35298,5.17473
Brent,10,1.03507,2.34737,5.49245
Brent,11,0.97463,2.34191,5.82974
Brent,12,0.91776,2.33659,6.18776
Brent,13,0.86425,2.33136,6.56778
Brent,14,0.81391,2.32617,6.97113
Brent,15,0.76653,2.32102,7.39925
Brent,16,0.72192,2.31589,7.85367
Brent,17,0.67993,2.31077,8.33599
Brent,18,0.64038,2.30567,8.84793
Brent,19,0.60313,2.30058,9.39131
Brent,20,0.56805,2.29549,9.96806
Brent,21,0.53501,2.29042,10.58023
Bridgend,1,0.23090,0.41596,0.72908
Bridgend,2,0.25772,0.46722,0.82767
Bridgend,3,0.26713,0.49529,0.91000
Bridgend,4,0.26259,0.50525,0.98247
Bridgend,5,0.24975,0.50456,1.05211
Bridgend,6,0.23292,0.49851,1.12330
Bridgend,7,0.21481,0.49012,1.19828
Bridgend,8,0.19689,0.48092,1.27812
Bridgend,9,0.17989,0.47159,1.36339
Bridgend,10,0.16412,0.46239,1.45446
Bridgend,11,0.14964,0.45339,1.55169
Bridgend,12,0.13642,0.44461,1.65547
Bridgend,13,0.12436,0.43603,1.76621
Bridgend,14,0.11337,0.42764,1.88436
Bridgend,15,0.10336,0.41942,2.01042
Bridgend,16,0.09424,0.41136,2.14491
Bridgend,17,0.08593,0.40346,2.28840
Bridgend,18,0.07835,0.39571,2.44149
Bridgend,19,0.07144,0.38811,2.60482
Bridgend,20,0.06514,0.38065,2.77907
Bridgend,21,0.05940,0.37334,2.96499
Brighton and Hove,1,0.27447,0.48350,0.78847
Brighton and Hove,2,0.23905,0.42348,0.69624
Brighton and Hove,3,0.21161,0.38348,0.65095
Brighton and Hove,4,0.18802,0.35398,0.63201
Brighton and Hove,5,0.16700,0.33007,0.62582
Brighton and Hove,6,0.14809,0.30923,0.62501
Brighton and Hove,7,0.13110,0.29028,0.62607
Brighton and Hove,8,0.11590,0.27265,0.62756
Brighton and Hove,9,0.10236,0.25611,0.62900
Brighton and Hove,10,0.09034,0.24054,0.63029
Brighton and Hove,11,0.07970,0.22589,0.63145
Brighton and Hove,12,0.07029,0.21211,0.63253
Brighton and Hove,13,0.06199,0.19915,0.63357
Brighton and Hove,14,0.05466,0.18697,0.63459
Brighton and Hove,15,0.04820,0.17553,0.63559
Brighton and Hove,16,0.04250,0.16479,0.63660
Brighton and Hove,17,0.03747,0.15471,0.63760
Brighton and Hove,18,0.03304,0.14524,0.63861
Brighton and Hove,19,0.02913,0.13635,0.63961
Brighton and Hove,20,0.02568,0.12801,0.64062
Brighton and Hove,21,0.02265,0.12017,0.64163
"Bristol, City of",1,0.83837,1.36685,2.16616
"Bristol, City of",2,0.85477,1.40212,2.24254
"Bristol, City of",3,0.84349,1.41507,2.33848
"Bristol, City of",4,0.81043,1.41015,2.45045
"Bristol, City of",5,0.76513,1.39472,2.57403
"Bristol, City of",6,0.71479,1.37408,2.70655
"Bristol, City of",7,0.66381,1.35129,2.84683
"Bristol, City of",8,0.61454,1.32790,2.99459
"Bristol, City of",9,0.56806,1.30460,3.14999
"Bristol, City of",10,0.52474,1.28166,3.31338
"Bristol, City of",11,0.48461,1.25915,3.48519
"Bristol, City of",12,0.44753,1.23707,3.66588
"Bristol, City of",13,0.41330,1.21541,3.85592
"Bristol, City of",14,0.38170,1.19415,4.05580
"Bristol, City of",15,0.35253,1.17328,4.26604
"Bristol, City of",16,0.32560,1.15277,4.48718
"Bristol, City of",17,0.30073,1.13262,4.71979
"Bristol, City of",18,0.27777,1.11283,4.96444
"Bristol, City of",19,0.25656,1.09338,5.22179
"Bristol, City of",20,0.23697,1.07427,5.49247
"Bristol, City of",21,0.21888,1.05550,5.77718
Bromley,1,0.50765,0.87841,1.44295
Bromley,2,0.52126,0.90854,1.50893
Bromley,3,0.51760,0.92647,1.59932
Bromley,4,0.49999,0.93408,1.70943
Bromley,5,0.47429,0.93544,1.83404
Bromley,6,0.44506,0.93355,1.97040
Bromley,7,0.41508,0.93020,2.11763
Bromley,8,0.38590,0.92630,2.27592
Bromley,9,0.35821,0.92223,2.44591
Bromley,10,0.33228,0.91816,2.62849
Bromley,11,0.30817,0.91412,2.82462
Bromley,12,0.28579,0.91013,3.03536
Bromley,13,0.26504,0.90617,3.26180
Bromley,14,0.24581,0.90224,3.50513
Bromley,15,0.22798,0.89833,3.76661
Bromley,16,0.21145,0.89444,4.04760
Bromley,17,0.19613,0.89057,4.34954
Bromley,18,0.18191,0.88672,4.67402
Bromley,19,0.16873,0.88289,5.02270
Bromley,20,0.15651,0.87907,5.39739
Bromley,21,0.14517,0.87527,5.80003
Buckinghamshire,1,3.14114,4.55397,6.67568
Buckinghamshire,2,3.03564,4.42681,6.54603
Buckinghamshire,3,2.89302,4.31333,6.58586
Buckinghamshire,4,2.74604,4.24272,6.80187
Buckinghamshire,5,2.60495,4.20492,7.13326
Buckinghamshire,6,2.47223,4.18643,7.53295
Buckinghamshire,7,2.34772,4.17772,7.97537
Buckinghamshire,8,2.23060,4.17334,8.44967
Buckinghamshire,9,2.12002,4.17061,8.95275
Buckinghamshire,10,2.01531,4.16836,9.48498
Buckinghamshire,11,1.91598,4.16614,10.04802
Buckinghamshire,12,1.82165,4.16385,10.64396
Buckinghamshire,13,1.73200,4.16149,11.27495
Buckinghamshire,14,1.64678,4.15906,11.94322
Buckinghamshire,15,1.56575,4.15661,12.65105
Buckinghamshire,16,1.48871,4.15414,13.40082
Buckinghamshire,17,1.41546,4.15166,14.19502
Buckinghamshire,18,1.34582,4.14919,15.03628
Buckinghamshire,19,1.27960,4.14671,15.92741
Buckinghamshire,20,1.21664,4.14423,16.87135
Buckinghamshire,21,1.15677,4.14176,17.87123
Bury,1,1.51829,2.38104,3.59749
Bury,2,1.43095,2.25913,3.44538
Bury,3,1.34521,2.17880,3.43983
Bury,4,1.26222,2.13034,3.54416
Bury,5,1.18308,2.10058,3.71210
Bury,6,1.10828,2.08030,3.91449
Bury,7,1.03796,2.06429,4.13705
Bury,8,0.97201,2.04996,4.37424
Bury,9,0.91024,2.03618,4.62470
Bury,10,0.85239,2.02254,4.88879
Bury,11,0.79823,2.00891,5.16740
Bury,12,0.74752,1.99531,5.46157
Bury,13,0.70004,1.98174,5.77233
Bury,14,0.65558,1.96823,6.10071
Bury,15,0.61395,1.95480,6.44774
Bury,16,0.57496,1.94145,6.81450
Bury,17,0.53845,1.92819,7.20212
Bury,18,0.50425,1.91501,7.61180
Bury,19,0.47223,1.90193,8.04478
Bury,20,0.44224,1.88894,8.50239
Bury,21,0.41416,1.87603,8.98603
Caerphilly,1,0.41677,0.71978,1.21859
Caerphilly,2,0.40173,0.69803,1.19356
Caerphilly,3,0.37571,0.66838,1.18616
Caerphilly,4,0.34554,0.63942,1.20298
Caerphilly,5,0.31483,0.61289,1.23639
Caerphilly,6,0.28541,0.58865,1.27934
Caerphilly,7,0.25807,0.56620,1.32755
Caerphilly,8,0.23306,0.54510,1.37891
Caerphilly,9,0.21038,0.52504,1.43260
Caerphilly,10,0.18988,0.50584,1.48835
Caerphilly,11,0.17138,0.48740,1.54618
Caerphilly,12,0.15469,0.46965,1.60618
Caerphilly,13,0.13963,0.45255,1.66847
Caerphilly,14,0.12605,0.43607,1.73315
Caerphilly,15,0.11379,0.42019,1.80032
Caerphilly,16,0.10273,0.40489,1.87009
Caerphilly,17,0.09274,0.39015,1.94256
Caerphilly,18,0.08373,0.37594,2.01785
Caerphilly,19,0.07559,0.36225,2.09605
Caerphilly,20,0.06824,0.34905,2.17728
Caerphilly,21,0.06161,0.33634,2.26166
Calderdale,1,2.94538,4.28931,6.14536
Calderdale,2,3.11612,4.56224,6.58445
Calderdale,3,3.15531,4.70942,6.97425
Calderdale,4,3.10207,4.77562,7.35826
Calderdale,5,2.99691,4.79800,7.75400
