area,Date,C_025,C_25,C_50,C_75,C_975,provenance
Cherwell,2020-08-13,0.9,1.2,1.6,2.1,2.2,inferred
Cherwell,2020-08-14,0.9,1.1,1.5,2.0,2.2,inferred
Cherwell,2020-08-15,0.9,1.0,1.6,2.0,2.2,inferred
Cherwell,2020-08-16,0.9,1.1,1.6,1.9,2.2,inferred
Cherwell,2020-08-17,0.8,1.4,1.6,1.7,2.3,inferred
Cherwell,2020-08-18,0.8,1.5,1.7,1.8,2.4,inferred
Cherwell,2020-08-19,0.9,1.4,1.7,2.0,2.5,inferred
Cherwell,2020-08-20,1.1,1.3,1.7,2.2,2.4,inferred
Cherwell,2020-08-21,1.3,1.3,1.7,2.2,2.4,inferred
Cherwell,2020-08-22,1.2,1.3,1.8,1.9,2.3,inferred
Cherwell,2020-08-23,1.2,1.3,1.7,1.8,2.1,inferred
Cherwell,2020-08-24,1.1,1.3,1.6,1.7,2.0,inferred
Cherwell,2020-08-25,1.1,1.3,1.5,1.7,1.9,inferred
Cherwell,2020-08-26,1.0,1.4,1.5,1.7,1.8,inferred
Cherwell,2020-08-27,1.0,1.4,1.5,1.7,1.9,inferred
Cherwell,2020-08-28,1.2,1.4,1.7,1.8,1.9,inferred
Cherwell,2020-08-29,1.3,1.4,1.7,1.8,2.0,inferred
Cherwell,2020-08-30,1.2,1.6,1.6,1.9,2.2,inferred
Cherwell,2020-08-31,1.3,1.4,1.7,1.9,2.2,inferred
Cherwell,2020-09-01,1.3,1.6,1.9,2.0,2.2,inferred
Cherwell,2020-09-02,1.3,1.8,1.9,2.1,2.5,inferred
Cherwell,2020-09-03,1.4,1.8,2.1,2.3,2.6,inferred
Cherwell,2020-09-04,1.5,2.0,2.4,2.5,2.7,inferred
Cherwell,2020-09-05,1.7,2.3,2.5,2.6,2.7,inferred
Cherwell,2020-09-06,1.8,2.6,2.7,2.8,3.1,inferred
Cherwell,2020-09-07,1.8,2.7,2.7,3.1,3.6,inferred
Cherwell,2020-09-08,1.7,2.7,2.8,3.3,3.7,inferred
Cherwell,2020-09-09,1.7,2.7,3.0,3.4,3.8,inferred
Cherwell,2020-09-10,1.9,2.9,3.3,3.6,4.2,inferred
Cherwell,2020-09-11,2.1,3.0,3.5,3.9,4.2,inferred
Cherwell,2020-09-12,2.3,3.0,3.7,3.9,4.7,inferred
Cherwell,2020-09-13,2.5,3.0,3.7,3.9,4.9,inferred
Cherwell,2020-09-14,2.5,3.3,3.6,4.0,5.0,inferred
Cherwell,2020-09-15,2.6,3.1,3.7,4.1,5.1,inferred
Cherwell,2020-09-16,2.5,3.2,3.6,4.2,5.3,inferred
Cherwell,2020-09-17,2.1,3.2,3.6,4.2,5.3,inferred
Cherwell,2020-09-18,1.9,3.1,3.5,4.2,5.0,inferred
Cherwell,2020-09-19,2.0,3.0,3.6,4.2,4.5,inferred
Cherwell,2020-09-20,2.3,2.8,3.7,4.0,4.4,inferred
Cherwell,2020-09-21,2.6,2.7,3.6,4.0,4.4,inferred
Cherwell,2020-09-22,2.5,3.1,3.5,3.9,4.2,inferred
Cherwell,2020-09-23,2.6,3.1,3.5,3.8,4.1,inferred
Cherwell,2020-09-24,2.6,3.3,3.6,4.1,4.1,inferred
Cherwell,2020-09-25,2.6,3.6,4.0,4.2,4.5,inferred
Cherwell,2020-09-26,3.0,4.1,4.2,4.6,5.3,inferred
Cherwell,2020-09-27,3.7,4.5,4.8,5.2,6.4,inferred
Cherwell,2020-09-28,4.6,5.2,5.7,6.0,7.4,inferred
Cherwell,2020-09-29,5.8,6.0,6.7,7.2,7.8,inferred
Cherwell,2020-09-30,6.1,6.9,7.7,8.1,8.3,inferred
Cherwell,2020-10-01,6.3,8.2,8.6,8.9,9.4,inferred
Cherwell,2020-10-02,7.0,9.0,9.5,9.9,10.7,inferred
Cherwell,2020-10-03,8.3,9.4,10.3,10.6,12.1,inferred
Cherwell,2020-10-04,9.6,9.9,10.9,11.3,12.8,inferred
Cherwell,2020-10-05,10.2,10.7,11.4,12.6,12.8,inferred
Cherwell,2020-10-06,10.5,11.7,12.2,13.0,13.7,inferred
